country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,194857,28649.9639774749,767,2022-05-15T22:00:00
DE,Saarland,310313,31536.1624242498,1663,2022-05-15T22:00:00
DE,Mecklenburg-Vorpommern,479161,29747.251942234,2202,2022-05-15T22:00:00
DE,Hamburg,569618,30748.9751565201,2622,2022-05-15T22:00:00
DE,Schleswig-Holstein,702969,24149.7487868768,2489,2022-05-15T22:00:00
DE,Thüringen,703223,33167.188385072,7200,2022-05-15T22:00:00
DE,Sachsen-Anhalt,708319,32481.5058027665,5306,2022-05-15T22:00:00
DE,Brandenburg,780629,30841.8452109799,5624,2022-05-15T22:00:00
DE,Berlin,1028599,28072.4425832567,4556,2022-05-15T22:00:00
DE,Rheinland-Pfalz,1123327,27408.9758639427,5601,2022-05-15T22:00:00
DE,Sachsen,1493992,36825.5786810802,15441,2022-05-15T22:00:00
DE,Hessen,1805983,28697.5815306601,10039,2022-05-15T22:00:00
DE,Niedersachsen,2285835,28560.7242203053,9068,2022-05-15T22:00:00
DE,Baden-Württemberg,3601789,32439.6564077073,15958,2022-05-15T22:00:00
DE,Bayern,4798843,36520.3665732814,23851,2022-05-15T22:00:00
DE,Nordrhein-Westfalen,5144696,28700.3202687558,25112,2022-05-15T22:00:00
