country,nuts_2,cases,deaths,datetime
PL,lubuskie,114,0,2020-05-29T00:00:00
PL,małopolskie,1199,40,2020-05-29T00:00:00
PL,łódzkie,1488,64,2020-05-29T00:00:00
PL,warmińsko-mazurskie,179,1,2020-05-29T00:00:00
PL,wielkopolskie,2146,151,2020-05-29T00:00:00
PL,dolnośląskie,2556,102,2020-05-29T00:00:00
PL,mazowieckie,3494,262,2020-05-29T00:00:00
PL,podkarpackie,382,35,2020-05-29T00:00:00
PL,świętokrzyskie,439,22,2020-05-29T00:00:00
PL,podlaskie,445,9,2020-05-29T00:00:00
PL,lubelskie,486,15,2020-05-29T00:00:00
PL,zachodniopomorskie,531,19,2020-05-29T00:00:00
PL,pomorskie,552,34,2020-05-29T00:00:00
PL,kujawsko-pomorskie,594,46,2020-05-29T00:00:00
PL,opolskie,631,47,2020-05-29T00:00:00
PL,śląskie,7919,204,2020-05-29T00:00:00
