country,nuts_3,cases,datetime
CZ,Královéhradecký kraj,359,2020-08-07T00:30:00
CZ,Jihočeský kraj,386,2020-08-07T00:30:00
CZ,Nezjištěno,429,2020-08-07T00:30:00
CZ,Kraj Vysočina,448,2020-08-07T00:30:00
CZ,Liberecký kraj,456,2020-08-07T00:30:00
CZ,Pardubický kraj,483,2020-08-07T00:30:00
CZ,Karlovarský kraj,515,2020-08-07T00:30:00
CZ,Zlínský kraj,554,2020-08-07T00:30:00
CZ,Ústecký kraj,719,2020-08-07T00:30:00
CZ,Plzeňský kraj,772,2020-08-07T00:30:00
CZ,Jihomoravský kraj,1082,2020-08-07T00:30:00
CZ,Olomoucký kraj,1087,2020-08-07T00:30:00
CZ,Středočeský kraj,1937,2020-08-07T00:30:00
CZ,Hlavní město Praha,3716,2020-08-07T00:30:00
CZ,Moravskoslezský kraj,4797,2020-08-07T00:30:00
