country,lau,cases,datetime
IE,Leitrim,82,2020-07-08T00:00:00
IE,Sligo,146,2020-07-08T00:00:00
IE,Waterford,160,2020-07-08T00:00:00
IE,Carlow,175,2020-07-08T00:00:00
IE,Wexford,218,2020-07-08T00:00:00
IE,Laois,265,2020-07-08T00:00:00
IE,Longford,287,2020-07-08T00:00:00
IE,Kerry,310,2020-07-08T00:00:00
IE,Roscommon,346,2020-07-08T00:00:00
IE,Kilkenny,356,2020-07-08T00:00:00
IE,Clare,368,2020-07-08T00:00:00
IE,Donegal,466,2020-07-08T00:00:00
IE,Offaly,486,2020-07-08T00:00:00
IE,Galway,487,2020-07-08T00:00:00
IE,Monaghan,539,2020-07-08T00:00:00
IE,Tipperary,543,2020-07-08T00:00:00
IE,Mayo,572,2020-07-08T00:00:00
IE,Limerick,587,2020-07-08T00:00:00
IE,Westmeath,674,2020-07-08T00:00:00
IE,Wicklow,698,2020-07-08T00:00:00
IE,Louth,785,2020-07-08T00:00:00
IE,Meath,812,2020-07-08T00:00:00
IE,Cavan,864,2020-07-08T00:00:00
IE,Kildare,1499,2020-07-08T00:00:00
IE,Cork,1543,2020-07-08T00:00:00
IE,Dublin,12263,2020-07-08T00:00:00
