country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,12375,11666,239,632199,43,9,2021-03-01T08:00:00
AT,Vorarlberg,23128,23159,274,820454,28,7,2021-03-01T08:00:00
AT,Kärnten,29226,27182,682,673818,87,14,2021-03-01T08:00:00
AT,Salzburg,37902,35234,492,822663,69,13,2021-03-01T08:00:00
AT,Tirol,47517,46230,579,1506506,77,19,2021-03-01T08:00:00
AT,Steiermark,55981,51083,1745,1756692,194,36,2021-03-01T08:00:00
AT,Niederösterreich,72922,67496,1345,3391018,340,79,2021-03-01T08:00:00
AT,Oberösterreich,86410,82291,1515,2140416,106,16,2021-03-01T08:00:00
AT,Wien,91893,86074,1690,3164015,347,86,2021-03-01T08:00:00
AT,,457354,430415,8561,14907781,1291,279,2021-03-01T08:00:00
