country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,12783,11934,241,677110,59,13,2021-03-05T15:00:00
AT,Vorarlberg,23352,23319,276,882629,27,4,2021-03-05T15:00:00
AT,Kärnten,30044,27779,693,710375,100,15,2021-03-05T15:00:00
AT,Salzburg,38840,35801,498,914767,74,14,2021-03-05T15:00:00
AT,Tirol,48194,46721,581,1587729,89,22,2021-03-05T15:00:00
AT,Steiermark,57351,52461,1771,1929023,198,38,2021-03-05T15:00:00
AT,Niederösterreich,75418,69422,1372,3631722,362,89,2021-03-05T15:00:00
AT,Oberösterreich,87932,83559,1522,2368282,120,24,2021-03-05T15:00:00
AT,Wien,94212,88105,1715,3421978,392,107,2021-03-05T15:00:00
AT,,468126,439101,8669,16123615,1421,326,2021-03-05T15:00:00
