country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,9083,8585,168,112295,39,10,2020-12-29T08:00:00
AT,Vorarlberg,18860,18133,212,228840,62,13,2020-12-29T08:00:00
AT,Kärnten,20728,18961,490,171045,171,17,2020-12-29T08:00:00
AT,Salzburg,27624,24609,314,213656,167,28,2020-12-29T08:00:00
AT,Tirol,39486,37973,470,453845,154,41,2020-12-29T08:00:00
AT,Steiermark,41394,36367,1247,387139,413,73,2020-12-29T08:00:00
AT,Niederösterreich,52757,48791,826,686237,383,55,2020-12-29T08:00:00
AT,Oberösterreich,70838,66747,1164,457404,615,76,2020-12-29T08:00:00
AT,Wien,71777,66602,1040,1068022,506,108,2020-12-29T08:00:00
AT,,352547,326768,5931,3778483,2510,421,2020-12-29T08:00:00
