country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,12265,11666,239,632199,43,9,2021-02-28T09:30:00
AT,Vorarlberg,23096,23159,274,820454,28,7,2021-02-28T09:30:00
AT,Kärnten,29180,27182,682,673818,87,14,2021-02-28T09:30:00
AT,Salzburg,37818,35234,492,822663,69,13,2021-02-28T09:30:00
AT,Tirol,47415,46230,579,1506506,77,19,2021-02-28T09:30:00
AT,Steiermark,55829,51083,1745,1756692,194,36,2021-02-28T09:30:00
AT,Niederösterreich,72724,67496,1345,3391018,340,79,2021-02-28T09:30:00
AT,Oberösterreich,86197,82291,1515,2140416,106,16,2021-02-28T09:30:00
AT,Wien,91458,86074,1690,3164015,347,86,2021-02-28T09:30:00
AT,,455982,430415,8561,14907781,1291,279,2021-02-28T09:30:00
