country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,10998,10753,225,420976,37,6,2021-02-06T09:30:00
AT,Vorarlberg,22200,22065,263,573233,31,5,2021-02-06T09:30:00
AT,Kärnten,26523,24935,647,481869,86,8,2021-02-06T09:30:00
AT,Salzburg,35268,32907,457,562367,117,17,2021-02-06T09:30:00
AT,Tirol,45155,44019,546,996222,130,32,2021-02-06T09:30:00
AT,Steiermark,50325,46430,1629,1073627,259,38,2021-02-06T09:30:00
AT,Niederösterreich,64521,61530,1213,2312275,372,58,2021-02-06T09:30:00
AT,Oberösterreich,81237,78301,1476,1475659,146,30,2021-02-06T09:30:00
AT,Wien,83018,79911,1538,2204295,414,108,2021-02-06T09:30:00
AT,,419245,400851,7994,10100523,1592,302,2021-02-06T09:30:00
