country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,3416,1645,30,74154,58,13,2020-11-05T15:00:00
AT,Kärnten,4193,2049,26,112135,115,10,2020-11-05T15:00:00
AT,Vorarlberg,7450,4221,41,132566,133,25,2020-11-05T15:00:00
AT,Salzburg,9031,4755,53,131012,127,22,2020-11-05T15:00:00
AT,Steiermark,12930,5652,245,237796,454,61,2020-11-05T15:00:00
AT,Tirol,16608,11401,138,315130,252,39,2020-11-05T15:00:00
AT,Niederösterreich,20059,12402,207,392604,443,59,2020-11-05T15:00:00
AT,Oberösterreich,24097,13887,160,309174,664,71,2020-11-05T15:00:00
AT,Wien,36350,24592,368,658377,491,107,2020-11-05T15:00:00
AT,,134134,80604,1268,2362948,2737,407,2020-11-05T15:00:00
