country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,11620,11213,231,521527,47,8,2021-02-19T08:00:00
AT,Vorarlberg,22734,22703,269,700937,31,12,2021-02-19T08:00:00
AT,Kärnten,27990,26068,663,584327,80,7,2021-02-19T08:00:00
AT,Salzburg,36634,34317,480,706887,81,10,2021-02-19T08:00:00
AT,Tirol,46430,45350,564,1217425,85,23,2021-02-19T08:00:00
AT,Steiermark,53260,48849,1695,1479711,201,33,2021-02-19T08:00:00
AT,Niederösterreich,68432,64532,1276,2912869,319,60,2021-02-19T08:00:00
AT,Oberösterreich,83780,80339,1502,1837652,120,15,2021-02-19T08:00:00
AT,Wien,87050,83060,1632,2730621,343,90,2021-02-19T08:00:00
AT,,437930,416431,8312,12691956,1307,258,2021-02-19T08:00:00
