country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,8428,7601,146,105684,68,13,2020-12-15T08:00:00
AT,Vorarlberg,17487,15830,184,195759,110,22,2020-12-15T08:00:00
AT,Kärnten,18534,16151,380,161056,348,27,2020-12-15T08:00:00
AT,Salzburg,25034,21410,264,198229,202,26,2020-12-15T08:00:00
AT,Tirol,37247,34658,407,431328,274,57,2020-12-15T08:00:00
AT,Steiermark,37788,27109,785,357976,589,95,2020-12-15T08:00:00
AT,Niederösterreich,47801,42214,679,610387,484,87,2020-12-15T08:00:00
AT,Oberösterreich,66016,60088,933,431325,766,122,2020-12-15T08:00:00
AT,Wien,67050,59113,752,933328,638,145,2020-12-15T08:00:00
AT,,325385,284174,4530,3425072,3479,594,2020-12-15T08:00:00
