country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,11348,10995,230,474483,39,6,2021-02-14T08:00:00
AT,Vorarlberg,22564,22459,265,647797,27,6,2021-02-14T08:00:00
AT,Kärnten,27371,25633,658,526652,79,7,2021-02-14T08:00:00
AT,Salzburg,36112,33805,466,651739,94,14,2021-02-14T08:00:00
AT,Tirol,45939,44844,557,1099796,88,21,2021-02-14T08:00:00
AT,Steiermark,51877,47799,1676,1342383,249,38,2021-02-14T08:00:00
AT,Niederösterreich,66747,63177,1253,2691395,310,57,2021-02-14T08:00:00
AT,Oberösterreich,82621,79433,1490,1670229,125,16,2021-02-14T08:00:00
AT,Wien,85230,81732,1600,2519013,360,101,2021-02-14T08:00:00
AT,,429809,409877,8195,11623487,1371,266,2021-02-14T08:00:00
