country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,9805,9334,188,272441,49,7,2021-01-09T15:00:00
AT,Vorarlberg,20124,19594,228,439282,74,15,2021-01-09T15:00:00
AT,Kärnten,22469,20709,547,182689,142,17,2021-01-09T15:00:00
AT,Salzburg,30629,27263,360,415930,138,18,2021-01-09T15:00:00
AT,Tirol,41762,40123,493,821915,146,28,2021-01-09T15:00:00
AT,Steiermark,44561,39774,1429,779776,361,61,2021-01-09T15:00:00
AT,Niederösterreich,57281,52819,938,1419389,445,57,2021-01-09T15:00:00
AT,Oberösterreich,74677,70660,1317,747790,462,60,2021-01-09T15:00:00
AT,Wien,75685,71106,1187,1564905,509,106,2021-01-09T15:00:00
AT,,376993,351382,6687,6644117,2326,369,2021-01-09T15:00:00
