country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,10159,9826,194,343641,52,7,2021-01-18T09:30:00
AT,Vorarlberg,20634,20651,237,468719,61,9,2021-01-18T09:30:00
AT,Kärnten,23328,22732,588,302014,128,8,2021-01-18T09:30:00
AT,Salzburg,32028,29443,388,436212,130,16,2021-01-18T09:30:00
AT,Tirol,42667,41710,518,869960,132,23,2021-01-18T09:30:00
AT,Steiermark,46186,42547,1491,829933,288,63,2021-01-18T09:30:00
AT,Niederösterreich,59580,56167,1027,1530603,422,57,2021-01-18T09:30:00
AT,Oberösterreich,76381,74057,1374,1129640,356,48,2021-01-18T09:30:00
AT,Wien,78143,73732,1305,1787040,438,103,2021-01-18T09:30:00
AT,,389106,370865,7122,7697762,2007,334,2021-01-18T09:30:00
