country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,14449,12935,257,823041,70,18,2021-03-20T08:00:00
AT,Vorarlberg,23898,23900,279,1098690,17,4,2021-03-20T08:00:00
AT,Kärnten,32250,29781,728,872716,91,18,2021-03-20T08:00:00
AT,Salzburg,41991,38021,523,1161332,90,16,2021-03-20T08:00:00
AT,Tirol,50874,48418,588,1969077,113,24,2021-03-20T08:00:00
AT,Steiermark,62198,55813,1814,2459841,277,42,2021-03-20T08:00:00
AT,Niederösterreich,84072,76337,1472,4452465,419,82,2021-03-20T08:00:00
AT,Oberösterreich,93853,87967,1556,2958465,208,50,2021-03-20T08:00:00
AT,Wien,105060,95103,1807,4049950,549,143,2021-03-20T08:00:00
AT,,508645,468275,9024,19845558,1834,397,2021-03-20T08:00:00
