country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,17157,16481,319,1214446,62,25,2021-04-22T09:30:00
AT,Vorarlberg,26619,25536,288,1798832,38,11,2021-04-22T09:30:00
AT,Kärnten,37411,35152,783,1204349,75,19,2021-04-22T09:30:00
AT,Salzburg,47631,44454,558,1532902,87,19,2021-04-22T09:30:00
AT,Tirol,58480,55750,613,3142482,110,37,2021-04-22T09:30:00
AT,Steiermark,72502,66487,1958,3598517,274,48,2021-04-22T09:30:00
AT,Niederösterreich,101610,96546,1693,6876060,397,113,2021-04-22T09:30:00
AT,Oberösterreich,108525,102906,1688,4293292,258,61,2021-04-22T09:30:00
AT,Wien,129257,122201,2126,6244690,643,194,2021-04-22T09:30:00
AT,,599192,563513,10026,29905570,1944,527,2021-04-22T09:30:00
