country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,10270,9900,201,347780,50,8,2021-01-20T15:00:00
AT,Vorarlberg,20722,20840,242,480022,55,9,2021-01-20T15:00:00
AT,Kärnten,23541,23001,602,426472,125,12,2021-01-20T15:00:00
AT,Salzburg,32393,29833,392,446595,127,20,2021-01-20T15:00:00
AT,Tirol,42899,42006,523,878194,153,29,2021-01-20T15:00:00
AT,Steiermark,46499,43078,1519,861388,291,52,2021-01-20T15:00:00
AT,Niederösterreich,60387,56971,1046,2079628,427,54,2021-01-20T15:00:00
AT,Oberösterreich,76850,74578,1381,1151162,311,43,2021-01-20T15:00:00
AT,Wien,78768,74617,1331,1817641,467,96,2021-01-20T15:00:00
AT,,392329,374824,7237,8488882,2006,323,2021-01-20T15:00:00
