country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,15170,13569,267,884164,76,18,2021-03-26T08:00:00
AT,Vorarlberg,24259,24059,280,1313899,20,1,2021-03-26T08:00:00
AT,Kärnten,33085,30672,736,932192,92,16,2021-03-26T08:00:00
AT,Salzburg,43309,38907,529,1274885,119,21,2021-03-26T08:00:00
AT,Tirol,52306,49427,592,2178261,117,25,2021-03-26T08:00:00
AT,Steiermark,64196,57688,1843,2657562,317,48,2021-03-26T08:00:00
AT,Niederösterreich,88014,79756,1505,4855242,449,94,2021-03-26T08:00:00
AT,Oberösterreich,96748,90314,1577,3184428,267,56,2021-03-26T08:00:00
AT,Wien,110144,99068,1849,4284829,611,167,2021-03-26T08:00:00
AT,,527231,483460,9178,21565462,2068,446,2021-03-26T08:00:00
