country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,16669,15600,300,1088980,87,22,2021-04-12T15:00:00
AT,Vorarlberg,25660,24855,285,1570346,38,10,2021-04-12T15:00:00
AT,Kärnten,35993,33565,760,1075839,92,13,2021-04-12T15:00:00
AT,Salzburg,46175,42792,546,1610352,105,25,2021-04-12T15:00:00
AT,Tirol,56146,53865,605,2730185,137,32,2021-04-12T15:00:00
AT,Steiermark,69631,63978,1914,3219891,311,59,2021-04-12T15:00:00
AT,Niederösterreich,98207,91005,1633,6150105,492,132,2021-04-12T15:00:00
AT,Oberösterreich,104423,98740,1643,3867780,322,73,2021-04-12T15:00:00
AT,Wien,124177,114209,2020,5535105,778,245,2021-04-12T15:00:00
AT,,577081,538609,9706,26848583,2362,611,2021-04-12T15:00:00
