country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,17236,16611,322,1248424,60,26,2021-04-24T15:00:00
AT,Vorarlberg,27024,25699,288,1862837,36,8,2021-04-24T15:00:00
AT,Kärnten,37732,35477,786,1206460,63,18,2021-04-24T15:00:00
AT,Salzburg,47983,44730,558,1564143,81,20,2021-04-24T15:00:00
AT,Tirol,58898,56254,616,3172521,105,33,2021-04-24T15:00:00
AT,Steiermark,73284,67109,1968,3668920,276,45,2021-04-24T15:00:00
AT,Niederösterreich,102421,97475,1699,7012894,370,111,2021-04-24T15:00:00
AT,Oberösterreich,109674,103782,1691,4361230,227,64,2021-04-24T15:00:00
AT,Wien,130326,123547,2142,6391625,627,182,2021-04-24T15:00:00
AT,,604578,570684,10070,30489054,1845,507,2021-04-24T15:00:00
