country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,130,53.9,2020-07-28T00:00:00
NO,møre og romsdal,160,60.3,2020-07-28T00:00:00
NO,troms og finnmark,258,106,2020-07-28T00:00:00
NO,vestfold og telemark,305,72.7,2020-07-28T00:00:00
NO,agder,353,114.9,2020-07-28T00:00:00
NO,rogaland,456,95,2020-07-28T00:00:00
NO,innlandet,515,138.7,2020-07-28T00:00:00
NO,trøndelag,551,117.6,2020-07-28T00:00:00
NO,vestland,901,141.5,2020-07-28T00:00:00
NO,viken,2551,205.5,2020-07-28T00:00:00
NO,oslo,2952,425.7,2020-07-28T00:00:00
