country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,123,51,2020-06-21T00:00:00
NO,møre og romsdal,148,55.8,2020-06-21T00:00:00
NO,troms og finnmark,253,104,2020-06-21T00:00:00
NO,vestfold og telemark,293,69.9,2020-06-21T00:00:00
NO,agder,344,112,2020-06-21T00:00:00
NO,rogaland,442,92.1,2020-06-21T00:00:00
NO,innlandet,513,138.1,2020-06-21T00:00:00
NO,trøndelag,535,114.1,2020-06-21T00:00:00
NO,vestland,885,139,2020-06-21T00:00:00
NO,viken,2370,190.9,2020-06-21T00:00:00
NO,oslo,2802,404,2020-06-21T00:00:00
