country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,121,50.2,2020-05-31T00:00:00
NO,møre og romsdal,134,50.5,2020-05-31T00:00:00
NO,troms og finnmark,252,103.6,2020-05-31T00:00:00
NO,vestfold og telemark,287,68.4,2020-05-31T00:00:00
NO,agder,338,110,2020-05-31T00:00:00
NO,rogaland,437,91.1,2020-05-31T00:00:00
NO,innlandet,499,134.4,2020-05-31T00:00:00
NO,trøndelag,536,114.4,2020-05-31T00:00:00
NO,vestland,883,138.7,2020-05-31T00:00:00
NO,viken,2292,184.7,2020-05-31T00:00:00
NO,oslo,2632,379.5,2020-05-31T00:00:00
