"DATE","PROVINCE","REGION","AGEGROUP","SEX","CASES"
"2020-03-11","OostVlaanderen","Flanders","50-59","M",6
"2020-03-11","OostVlaanderen","Flanders","60-69","M",2
"2020-03-11","OostVlaanderen","Flanders","80-89","F",1
"2020-03-11","OostVlaanderen","Flanders","80-89","M",1
"2020-03-11","OostVlaanderen","Flanders","90+","M",1
"2020-03-11","VlaamsBrabant","Flanders","0-9","M",1
"2020-03-11","VlaamsBrabant","Flanders","10-19","M",2
"2020-03-11","VlaamsBrabant","Flanders","20-29","F",2
"2020-03-11","VlaamsBrabant","Flanders","30-39","F",2
"2020-03-11","VlaamsBrabant","Flanders","40-49","F",2
"2020-03-11","VlaamsBrabant","Flanders","50-59","F",1
"2020-03-11","VlaamsBrabant","Flanders","50-59","M",3
"2020-03-11","VlaamsBrabant","Flanders","60-69","M",2
"2020-03-11","VlaamsBrabant","Flanders","70-79","F",1
"2020-03-11","VlaamsBrabant","Flanders","80-89","F",4
"2020-03-11","VlaamsBrabant","Flanders","80-89","M",1
"2020-03-11","VlaamsBrabant","Flanders","90+","F",2
"2020-03-11","VlaamsBrabant","Flanders","90+","M",2
"2020-03-11","VlaamsBrabant","Flanders",NA,"M",2
"2020-03-11","WestVlaanderen","Flanders","0-9","M",1
"2020-03-11","WestVlaanderen","Flanders","20-29","F",1
"2020-03-11","WestVlaanderen","Flanders","20-29","M",1
"2020-03-11","WestVlaanderen","Flanders","30-39","M",1
"2020-03-11","WestVlaanderen","Flanders","40-49","F",1
"2020-03-11","WestVlaanderen","Flanders","50-59","F",3
"2020-03-11","WestVlaanderen","Flanders","50-59","M",1
"2020-03-11","WestVlaanderen","Flanders","70-79","M",2
"2020-03-11","WestVlaanderen","Flanders","80-89","M",1
"2020-03-11",NA,NA,"40-49","M",1
"2020-03-12","Antwerpen","Flanders","10-19","F",1
"2020-03-12","Antwerpen","Flanders","20-29","M",1
"2020-03-12","Antwerpen","Flanders","30-39","F",3
"2020-03-12","Antwerpen","Flanders","30-39","M",1
"2020-03-12","Antwerpen","Flanders","40-49","F",1
"2020-03-12","Antwerpen","Flanders","40-49","M",5
"2020-03-12","Antwerpen","Flanders","50-59","F",6
"2020-03-12","Antwerpen","Flanders","50-59","M",1
"2020-03-12","Antwerpen","Flanders","60-69","F",3
"2020-03-12","Antwerpen","Flanders","60-69","M",2
"2020-03-12","Antwerpen","Flanders","70-79","F",3
"2020-03-12","Antwerpen","Flanders","70-79","M",4
"2020-03-12","Antwerpen","Flanders","80-89","M",2
"2020-03-12","BrabantWallon","Wallonia","40-49","F",2
"2020-03-12","BrabantWallon","Wallonia","40-49","M",2
"2020-03-12","BrabantWallon","Wallonia","50-59","M",1
"2020-03-12","BrabantWallon","Wallonia","60-69","F",1
"2020-03-12","BrabantWallon","Wallonia","70-79","F",1
"2020-03-12","Brussels","Brussels","0-9","F",1
"2020-03-12","Brussels","Brussels","10-19","M",1
"2020-03-12","Brussels","Brussels","20-29","F",1
"2020-03-12","Brussels","Brussels","20-29","M",1
"2020-03-12","Brussels","Brussels","30-39","F",4
"2020-03-12","Brussels","Brussels","30-39","M",1
"2020-03-12","Brussels","Brussels","40-49","F",4
"2020-03-12","Brussels","Brussels","40-49","M",1
"2020-03-12","Brussels","Brussels","50-59","M",1
"2020-03-12","Brussels","Brussels","60-69","F",1
"2020-03-12","Brussels","Brussels","60-69","M",1
"2020-03-12","Brussels","Brussels","70-79","F",3
"2020-03-12","Brussels","Brussels","70-79","M",4
"2020-03-12","Brussels","Brussels","80-89","F",2
"2020-03-12","Brussels","Brussels","80-89","M",3
"2020-03-12","Brussels","Brussels","90+","F",1
"2020-03-12","Brussels","Brussels","90+","M",3
"2020-03-12","Brussels","Brussels",NA,"M",2
"2020-03-12","Hainaut","Wallonia","20-29","F",2
"2020-03-12","Hainaut","Wallonia","20-29","M",2
"2020-03-12","Hainaut","Wallonia","40-49","F",2
"2020-03-12","Hainaut","Wallonia","40-49","M",1
"2020-03-12","Hainaut","Wallonia","50-59","F",4
"2020-03-12","Hainaut","Wallonia","60-69","F",4
"2020-03-12","Hainaut","Wallonia","60-69","M",1
"2020-03-12","Hainaut","Wallonia","70-79","M",6
"2020-03-12","Hainaut","Wallonia","80-89","F",3
"2020-03-12","Hainaut","Wallonia","80-89","M",2
"2020-03-12","Hainaut","Wallonia","90+","M",1
"2020-03-12","Liège","Wallonia","0-9","F",2
"2020-03-12","Liège","Wallonia","20-29","F",2
"2020-03-12","Liège","Wallonia","20-29","M",2
"2020-03-12","Liège","Wallonia","30-39","F",3
"2020-03-12","Liège","Wallonia","30-39","M",1
"2020-03-12","Liège","Wallonia","40-49","F",4
"2020-03-12","Liège","Wallonia","40-49","M",5
"2020-03-12","Liège","Wallonia","50-59","F",2
"2020-03-12","Liège","Wallonia","50-59","M",1
"2020-03-12","Liège","Wallonia","60-69","F",2
"2020-03-12","Liège","Wallonia","60-69","M",1
"2020-03-12","Liège","Wallonia","70-79","M",2
"2020-03-12","Liège","Wallonia","80-89","M",1
"2020-03-12","Liège","Wallonia","90+","M",1
"2020-03-12","Limburg","Flanders","0-9","M",1
"2020-03-12","Limburg","Flanders","20-29","M",1
"2020-03-12","Limburg","Flanders","30-39","F",3
"2020-03-12","Limburg","Flanders","30-39","M",2
"2020-03-12","Limburg","Flanders","40-49","F",3
"2020-03-12","Limburg","Flanders","40-49","M",1
"2020-03-12","Limburg","Flanders","50-59","F",3
"2020-03-12","Limburg","Flanders","50-59","M",6
"2020-03-12","Limburg","Flanders","60-69","M",2
"2020-03-12","Limburg","Flanders","70-79","F",1
"2020-03-12","Limburg","Flanders","70-79","M",1
"2020-03-12","Limburg","Flanders","80-89","F",1
"2020-03-12","Luxembourg","Wallonia","40-49","F",1
"2020-03-12","Luxembourg","Wallonia","50-59","F",1
"2020-03-12","Luxembourg","Wallonia","60-69","F",1
"2020-03-12","Namur","Wallonia","40-49","F",1
"2020-03-12","Namur","Wallonia","80-89","M",1
"2020-03-12","OostVlaanderen","Flanders","20-29","F",6
"2020-03-12","OostVlaanderen","Flanders","20-29","M",2
"2020-03-12","OostVlaanderen","Flanders","30-39","F",3
"2020-03-12","OostVlaanderen","Flanders","30-39","M",4
"2020-03-12","OostVlaanderen","Flanders","40-49","F",1
"2020-03-12","OostVlaanderen","Flanders","50-59","F",3
"2020-03-12","OostVlaanderen","Flanders","50-59","M",4
"2020-03-12","OostVlaanderen","Flanders","60-69","F",4
"2020-03-12","OostVlaanderen","Flanders","60-69","M",2
"2020-03-12","OostVlaanderen","Flanders","70-79","F",1
"2020-03-12","OostVlaanderen","Flanders","80-89","M",1
"2020-03-12","VlaamsBrabant","Flanders","10-19","F",1
"2020-03-12","VlaamsBrabant","Flanders","10-19","M",2
"2020-03-12","VlaamsBrabant","Flanders","20-29","F",2
"2020-03-12","VlaamsBrabant","Flanders","20-29","M",1
"2020-03-12","VlaamsBrabant","Flanders","30-39","F",4
"2020-03-12","VlaamsBrabant","Flanders","40-49","F",4
"2020-03-12","VlaamsBrabant","Flanders","40-49","M",3
"2020-03-12","VlaamsBrabant","Flanders","50-59","F",3
"2020-03-12","VlaamsBrabant","Flanders","50-59","M",3
"2020-03-12","VlaamsBrabant","Flanders","60-69","M",1
"2020-03-12","VlaamsBrabant","Flanders","70-79","M",1
"2020-03-12","VlaamsBrabant","Flanders","80-89","M",3
"2020-03-12","VlaamsBrabant","Flanders","90+","M",2
"2020-03-12","VlaamsBrabant","Flanders",NA,"M",1
"2020-03-12","WestVlaanderen","Flanders","10-19","M",2
"2020-03-12","WestVlaanderen","Flanders","20-29","M",3
"2020-03-12","WestVlaanderen","Flanders","30-39","F",2
"2020-03-12","WestVlaanderen","Flanders","30-39","M",2
"2020-03-12","WestVlaanderen","Flanders","40-49","F",1
"2020-03-12","WestVlaanderen","Flanders","40-49","M",4
"2020-03-12","WestVlaanderen","Flanders","50-59","F",1
"2020-03-12","WestVlaanderen","Flanders","50-59","M",2
"2020-03-12","WestVlaanderen","Flanders","70-79","M",2
"2020-03-12","WestVlaanderen","Flanders","80-89","M",2
"2020-03-12",NA,NA,"20-29","F",1
"2020-03-12",NA,NA,"30-39","M",1
"2020-03-12",NA,NA,"40-49","F",1
"2020-03-12",NA,NA,"60-69","M",1
"2020-03-12",NA,NA,"80-89","M",1
"2020-03-13","Antwerpen","Flanders","20-29","F",1
"2020-03-13","Antwerpen","Flanders","20-29","M",1
"2020-03-13","Antwerpen","Flanders","30-39","F",7
"2020-03-13","Antwerpen","Flanders","30-39","M",3
"2020-03-13","Antwerpen","Flanders","40-49","F",8
"2020-03-13","Antwerpen","Flanders","40-49","M",5
"2020-03-13","Antwerpen","Flanders","50-59","F",3
"2020-03-13","Antwerpen","Flanders","50-59","M",4
"2020-03-13","Antwerpen","Flanders","60-69","F",3
"2020-03-13","Antwerpen","Flanders","60-69","M",3
"2020-03-13","Antwerpen","Flanders","70-79","F",2
"2020-03-13","Antwerpen","Flanders","70-79","M",1
"2020-03-13","Antwerpen","Flanders","80-89","F",2
"2020-03-13","Antwerpen","Flanders","80-89","M",4
"2020-03-13","BrabantWallon","Wallonia","10-19","M",1
"2020-03-13","BrabantWallon","Wallonia","20-29","F",1
"2020-03-13","BrabantWallon","Wallonia","30-39","F",4
"2020-03-13","BrabantWallon","Wallonia","50-59","F",1
"2020-03-13","BrabantWallon","Wallonia","50-59","M",3
"2020-03-13","BrabantWallon","Wallonia","70-79","M",1
"2020-03-13","BrabantWallon","Wallonia","80-89","F",1
"2020-03-13","BrabantWallon","Wallonia","80-89","M",1
"2020-03-13","Brussels","Brussels","0-9","F",2
"2020-03-13","Brussels","Brussels","0-9","M",1
"2020-03-13","Brussels","Brussels","20-29","F",5
"2020-03-13","Brussels","Brussels","20-29","M",1
"2020-03-13","Brussels","Brussels","30-39","F",2
"2020-03-13","Brussels","Brussels","30-39","M",1
"2020-03-13","Brussels","Brussels","30-39",NA,1
"2020-03-13","Brussels","Brussels","40-49","F",6
"2020-03-13","Brussels","Brussels","40-49","M",2
"2020-03-13","Brussels","Brussels","50-59","F",1
"2020-03-13","Brussels","Brussels","60-69","F",1
"2020-03-13","Brussels","Brussels","60-69","M",3
"2020-03-13","Brussels","Brussels","70-79","F",2
"2020-03-13","Brussels","Brussels","70-79","M",5
"2020-03-13","Brussels","Brussels","80-89","F",3
"2020-03-13","Brussels","Brussels","80-89","M",2
"2020-03-13","Brussels","Brussels","90+","M",2
"2020-03-13","Hainaut","Wallonia","0-9","M",2
"2020-03-13","Hainaut","Wallonia","20-29","F",6
"2020-03-13","Hainaut","Wallonia","20-29","M",2
"2020-03-13","Hainaut","Wallonia","30-39","F",7
"2020-03-13","Hainaut","Wallonia","40-49","F",8
"2020-03-13","Hainaut","Wallonia","40-49","M",3
"2020-03-13","Hainaut","Wallonia","50-59","F",5
"2020-03-13","Hainaut","Wallonia","50-59","M",5
"2020-03-13","Hainaut","Wallonia","60-69","F",1
"2020-03-13","Hainaut","Wallonia","60-69","M",1
"2020-03-13","Hainaut","Wallonia","70-79","F",4
"2020-03-13","Hainaut","Wallonia","70-79","M",5
"2020-03-13","Hainaut","Wallonia","80-89","F",1
"2020-03-13","Hainaut","Wallonia","80-89","M",2
"2020-03-13","Hainaut","Wallonia","90+","F",1
"2020-03-13","Hainaut","Wallonia",NA,"F",1
"2020-03-13","Hainaut","Wallonia",NA,"M",1
"2020-03-13","Liège","Wallonia","10-19","F",1
"2020-03-13","Liège","Wallonia","20-29","F",3
"2020-03-13","Liège","Wallonia","30-39","F",5
"2020-03-13","Liège","Wallonia","30-39","M",2
"2020-03-13","Liège","Wallonia","40-49","F",2
"2020-03-13","Liège","Wallonia","40-49","M",2
"2020-03-13","Liège","Wallonia","50-59","F",5
"2020-03-13","Liège","Wallonia","50-59","M",2
"2020-03-13","Liège","Wallonia","60-69","M",5
"2020-03-13","Liège","Wallonia","70-79","F",1
"2020-03-13","Liège","Wallonia","80-89","M",2
"2020-03-13","Limburg","Flanders","10-19","F",1
"2020-03-13","Limburg","Flanders","20-29","F",1
"2020-03-13","Limburg","Flanders","20-29","M",3
"2020-03-13","Limburg","Flanders","30-39","F",4
"2020-03-13","Limburg","Flanders","30-39","M",1
"2020-03-13","Limburg","Flanders","40-49","F",4
"2020-03-13","Limburg","Flanders","40-49","M",5
"2020-03-13","Limburg","Flanders","50-59","F",3
"2020-03-13","Limburg","Flanders","50-59","M",5
"2020-03-13","Limburg","Flanders","60-69","F",2
"2020-03-13","Limburg","Flanders","70-79","M",1
"2020-03-13","Luxembourg","Wallonia","20-29","M",1
"2020-03-13","Luxembourg","Wallonia","40-49","M",2
"2020-03-13","Luxembourg","Wallonia","50-59","F",1
"2020-03-13","Luxembourg","Wallonia","50-59","M",1
"2020-03-13","Luxembourg","Wallonia","70-79","M",1
"2020-03-13","Luxembourg","Wallonia","80-89","F",1
"2020-03-13","Namur","Wallonia","30-39","F",1
"2020-03-13","Namur","Wallonia","30-39","M",2
"2020-03-13","Namur","Wallonia","40-49","M",1
"2020-03-13","Namur","Wallonia","50-59","M",1
"2020-03-13","Namur","Wallonia","60-69","F",1
"2020-03-13","Namur","Wallonia","60-69","M",1
"2020-03-13","OostVlaanderen","Flanders","20-29","F",3
"2020-03-13","OostVlaanderen","Flanders","20-29","M",3
"2020-03-13","OostVlaanderen","Flanders","30-39","F",3
"2020-03-13","OostVlaanderen","Flanders","30-39","M",2
"2020-03-13","OostVlaanderen","Flanders","40-49","F",3
"2020-03-13","OostVlaanderen","Flanders","40-49","M",2
"2020-03-13","OostVlaanderen","Flanders","50-59","F",4
"2020-03-13","OostVlaanderen","Flanders","50-59","M",3
"2020-03-13","OostVlaanderen","Flanders","60-69","F",2
"2020-03-13","OostVlaanderen","Flanders","60-69","M",2
"2020-03-13","OostVlaanderen","Flanders","80-89","F",1
"2020-03-13","OostVlaanderen","Flanders","90+","F",1
"2020-03-13","VlaamsBrabant","Flanders","10-19","M",1
"2020-03-13","VlaamsBrabant","Flanders","20-29","F",4
"2020-03-13","VlaamsBrabant","Flanders","20-29","M",5
"2020-03-13","VlaamsBrabant","Flanders","30-39","F",4
"2020-03-13","VlaamsBrabant","Flanders","30-39","M",3
"2020-03-13","VlaamsBrabant","Flanders","40-49","F",9
"2020-03-13","VlaamsBrabant","Flanders","40-49","M",2
"2020-03-13","VlaamsBrabant","Flanders","50-59","F",5
"2020-03-13","VlaamsBrabant","Flanders","60-69","F",3
"2020-03-13","VlaamsBrabant","Flanders","80-89","M",1
"2020-03-13","WestVlaanderen","Flanders","10-19","M",1
"2020-03-13","WestVlaanderen","Flanders","20-29","F",1
"2020-03-13","WestVlaanderen","Flanders","20-29","M",1
"2020-03-13","WestVlaanderen","Flanders","30-39","M",4
"2020-03-13","WestVlaanderen","Flanders","40-49","F",5
"2020-03-13","WestVlaanderen","Flanders","40-49","M",1
"2020-03-13","WestVlaanderen","Flanders","40-49",NA,2
"2020-03-13","WestVlaanderen","Flanders","50-59","F",1
"2020-03-13","WestVlaanderen","Flanders","50-59","M",1
"2020-03-13","WestVlaanderen","Flanders","60-69","F",2
"2020-03-13","WestVlaanderen","Flanders","60-69","M",2
"2020-03-13","WestVlaanderen","Flanders","70-79","M",2
"2020-03-13","WestVlaanderen","Flanders","80-89","F",1
"2020-03-13",NA,NA,"0-9","M",1
"2020-03-13",NA,NA,"20-29","F",1
"2020-03-13",NA,NA,"20-29","M",2
"2020-03-13",NA,NA,"30-39","F",4
"2020-03-13",NA,NA,"30-39","M",2
"2020-03-13",NA,NA,"40-49","F",2
"2020-03-13",NA,NA,"40-49","M",1
"2020-03-13",NA,NA,"50-59","F",1
"2020-03-13",NA,NA,"70-79","F",1
"2020-03-13",NA,NA,"80-89","F",1
"2020-03-13",NA,NA,"80-89","M",1
"2020-03-13",NA,NA,"90+","M",1
"2020-03-13",NA,NA,NA,"F",1
"2020-03-14","Antwerpen","Flanders","20-29","F",1
"2020-03-14","Antwerpen","Flanders","30-39","F",1
"2020-03-14","Antwerpen","Flanders","30-39","M",1
"2020-03-14","Antwerpen","Flanders","40-49","F",2
"2020-03-14","Antwerpen","Flanders","40-49","M",1
"2020-03-14","Antwerpen","Flanders","50-59","F",4
"2020-03-14","Antwerpen","Flanders","50-59","M",1
"2020-03-14","Antwerpen","Flanders","60-69","M",4
"2020-03-14","Antwerpen","Flanders","70-79","F",1
"2020-03-14","Antwerpen","Flanders","80-89","F",1
"2020-03-14","Antwerpen","Flanders","80-89","M",2
"2020-03-14","Antwerpen","Flanders","90+","M",2
"2020-03-14","BrabantWallon","Wallonia","20-29","F",1
"2020-03-14","BrabantWallon","Wallonia","50-59","M",1
"2020-03-14","BrabantWallon","Wallonia","60-69","M",1
"2020-03-14","BrabantWallon","Wallonia","90+","M",1
"2020-03-14","Brussels","Brussels","20-29","F",2
"2020-03-14","Brussels","Brussels","20-29","M",3
"2020-03-14","Brussels","Brussels","30-39","F",2
"2020-03-14","Brussels","Brussels","30-39","M",1
"2020-03-14","Brussels","Brussels","40-49","F",1
"2020-03-14","Brussels","Brussels","40-49","M",1
"2020-03-14","Brussels","Brussels","50-59","F",2
"2020-03-14","Brussels","Brussels","50-59","M",3
"2020-03-14","Brussels","Brussels","60-69","F",1
"2020-03-14","Brussels","Brussels","60-69","M",2
"2020-03-14","Brussels","Brussels","70-79","F",1
"2020-03-14","Brussels","Brussels","70-79","M",4
"2020-03-14","Brussels","Brussels","80-89","F",2
"2020-03-14","Brussels","Brussels","80-89","M",5
"2020-03-14","Hainaut","Wallonia","0-9","M",2
"2020-03-14","Hainaut","Wallonia","20-29","F",1
"2020-03-14","Hainaut","Wallonia","30-39","M",2
"2020-03-14","Hainaut","Wallonia","40-49","F",3
"2020-03-14","Hainaut","Wallonia","40-49","M",2
"2020-03-14","Hainaut","Wallonia","50-59","F",3
"2020-03-14","Hainaut","Wallonia","50-59","M",3
"2020-03-14","Hainaut","Wallonia","60-69","M",4
"2020-03-14","Hainaut","Wallonia","70-79","F",4
"2020-03-14","Hainaut","Wallonia","70-79","M",3
"2020-03-14","Hainaut","Wallonia","80-89","F",5
"2020-03-14","Hainaut","Wallonia","90+","F",2
"2020-03-14","Hainaut","Wallonia","90+","M",1
"2020-03-14","Liège","Wallonia","20-29","F",2
"2020-03-14","Liège","Wallonia","20-29","M",3
"2020-03-14","Liège","Wallonia","30-39","M",4
"2020-03-14","Liège","Wallonia","40-49","F",1
"2020-03-14","Liège","Wallonia","50-59","F",2
"2020-03-14","Liège","Wallonia","50-59","M",1
"2020-03-14","Liège","Wallonia","60-69","F",1
"2020-03-14","Liège","Wallonia","60-69","M",2
"2020-03-14","Liège","Wallonia","70-79","M",3
"2020-03-14","Liège","Wallonia","80-89","M",2
"2020-03-14","Liège","Wallonia","90+","M",1
"2020-03-14","Limburg","Flanders","20-29","M",1
"2020-03-14","Limburg","Flanders","30-39","F",1
"2020-03-14","Limburg","Flanders","30-39","M",1
"2020-03-14","Limburg","Flanders","40-49","F",2
"2020-03-14","Limburg","Flanders","40-49","M",1
"2020-03-14","Limburg","Flanders","50-59","F",1
"2020-03-14","Limburg","Flanders","70-79","F",1
"2020-03-14","Limburg","Flanders","70-79","M",2
"2020-03-14","Limburg","Flanders","80-89","M",1
"2020-03-14","Luxembourg","Wallonia","60-69","M",1
"2020-03-14","Namur","Wallonia","30-39","M",1
"2020-03-14","Namur","Wallonia","40-49","F",1
"2020-03-14","Namur","Wallonia","40-49","M",1
"2020-03-14","Namur","Wallonia","80-89","M",1
"2020-03-14","OostVlaanderen","Flanders","20-29","F",1
"2020-03-14","OostVlaanderen","Flanders","20-29","M",1
"2020-03-14","OostVlaanderen","Flanders","40-49","F",1
"2020-03-14","OostVlaanderen","Flanders","40-49","M",1
"2020-03-14","OostVlaanderen","Flanders","50-59","F",1
"2020-03-14","OostVlaanderen","Flanders","50-59","M",2
"2020-03-14","OostVlaanderen","Flanders","70-79","M",2
"2020-03-14","OostVlaanderen","Flanders","80-89","M",2
"2020-03-14","OostVlaanderen","Flanders","90+","F",1
"2020-03-14","OostVlaanderen","Flanders",NA,"F",1
"2020-03-14","VlaamsBrabant","Flanders","20-29","M",2
"2020-03-14","VlaamsBrabant","Flanders","30-39","F",1
"2020-03-14","VlaamsBrabant","Flanders","40-49","F",3
"2020-03-14","VlaamsBrabant","Flanders","40-49","M",1
"2020-03-14","VlaamsBrabant","Flanders","50-59","F",2
"2020-03-14","VlaamsBrabant","Flanders","50-59","M",2
"2020-03-14","VlaamsBrabant","Flanders","60-69","M",1
"2020-03-14","WestVlaanderen","Flanders","0-9","F",1
"2020-03-14","WestVlaanderen","Flanders","20-29","F",2
"2020-03-14","WestVlaanderen","Flanders","30-39","F",1
"2020-03-14","WestVlaanderen","Flanders","40-49","F",2
"2020-03-14","WestVlaanderen","Flanders","40-49","M",2
"2020-03-14","WestVlaanderen","Flanders","50-59","F",4
"2020-03-14","WestVlaanderen","Flanders","50-59","M",1
"2020-03-14","WestVlaanderen","Flanders","70-79","F",1
"2020-03-14","WestVlaanderen","Flanders","70-79","M",2
"2020-03-14","WestVlaanderen","Flanders","80-89","F",1
"2020-03-14","WestVlaanderen","Flanders","80-89","M",2
"2020-03-14",NA,NA,"30-39","M",1
"2020-03-14",NA,NA,"40-49","M",1
"2020-03-14",NA,NA,"60-69","M",2
