country,lau,cases,population,deaths,hospitalized,datetime
NL,Vlieland,0,1152,,0,2020-04-17T14:45:00
NL,Terschelling,2,4889,,0,2020-04-17T14:45:00
NL,Loppersum,2,9533,,0,2020-04-17T14:45:00
NL,Achtkarspelen,7,27836,,0,2020-04-17T14:45:00
NL,Schiermonnikoog,0,947,,0,2020-04-17T14:45:00
NL,Ameland,0,3718,,0,2020-04-17T14:45:00
NL,Noord-Beveland,5,7395,,1,2020-04-17T14:45:00
NL,Opmeer,6,11837,,1,2020-04-17T14:45:00
NL,Ooststellingwerf,2,25472,,1,2020-04-17T14:45:00
NL,Baarle-Nassau,4,6860,,1,2020-04-17T14:45:00
NL,Eemnes,12,9247,,1,2020-04-17T14:45:00
NL,Rozendaal,2,1705,,1,2020-04-17T14:45:00
NL,Aa en Hunze,11,25453,,1,2020-04-17T14:45:00
NL,Hardinxveld-Giessendam,28,18295,,1,2020-04-17T14:45:00
NL,Zoeterwoude,7,8611,,2,2020-04-17T14:45:00
NL,Veendam,8,27387,,2,2020-04-17T14:45:00
NL,Oldambt,6,38213,,2,2020-04-17T14:45:00
NL,Dantumadiel,6,18916,,2,2020-04-17T14:45:00
NL,Borger-Odoorn,5,25558,,2,2020-04-17T14:45:00
NL,Appingedam,3,11644,,2,2020-04-17T14:45:00
NL,Weststellingwerf,18,25916,,2,2020-04-17T14:45:00
NL,Noordenveld,15,31242,,2,2020-04-17T14:45:00
NL,Stadskanaal,4,31688,,2,2020-04-17T14:45:00
NL,Aalten,34,27117,,2,2020-04-17T14:45:00
NL,Kapelle,15,12691,,2,2020-04-17T14:45:00
NL,Drechterland,34,19717,,3,2020-04-17T14:45:00
NL,Landsmeer,17,11492,,3,2020-04-17T14:45:00
NL,Putten,17,24113,,3,2020-04-17T14:45:00
NL,Scherpenzeel,17,9880,,3,2020-04-17T14:45:00
NL,Winterswijk,23,28865,,3,2020-04-17T14:45:00
NL,Renswoude,13,5448,,4,2020-04-17T14:45:00
NL,Beemster,8,10025,,4,2020-04-17T14:45:00
NL,Midden-Delfland,12,19344,,4,2020-04-17T14:45:00
NL,Harlingen,12,15720,,4,2020-04-17T14:45:00
NL,Texel,11,13573,,4,2020-04-17T14:45:00
NL,Tytsjerksteradiel,15,32046,,4,2020-04-17T14:45:00
NL,Woensdrecht,35,21883,,4,2020-04-17T14:45:00
NL,Wierden,36,24440,,4,2020-04-17T14:45:00
NL,Pekela,4,12199,,4,2020-04-17T14:45:00
NL,Reimerswaal,23,22728,,4,2020-04-17T14:45:00
NL,Borsele,20,22738,,5,2020-04-17T14:45:00
NL,Ouder-Amstel,24,14029,,5,2020-04-17T14:45:00
NL,Diemen,27,30781,,5,2020-04-17T14:45:00
NL,Berkelland,44,43748,,5,2020-04-17T14:45:00
NL,Opsterland,20,29742,,5,2020-04-17T14:45:00
NL,Westerwolde,5,25796,,5,2020-04-17T14:45:00
NL,Rhenen,16,20125,,5,2020-04-17T14:45:00
NL,Uitgeest,20,13649,,5,2020-04-17T14:45:00
NL,Delfzijl,14,24666,,5,2020-04-17T14:45:00
NL,Bunschoten,38,21867,,5,2020-04-17T14:45:00
NL,Hendrik-Ido-Ambacht,23,31204,,6,2020-04-17T14:45:00
NL,Veere,22,21885,,6,2020-04-17T14:45:00
NL,Kaag en Braassem,19,27300,,6,2020-04-17T14:45:00
NL,Hilvarenbeek,29,15514,,6,2020-04-17T14:45:00
NL,Mook en Middelaar,26,7847,,6,2020-04-17T14:45:00
NL,Westvoorne,22,14728,,6,2020-04-17T14:45:00
NL,Noardeast-Fryslân,23,45251,,6,2020-04-17T14:45:00
NL,Blaricum,20,11536,,6,2020-04-17T14:45:00
NL,Bloemendaal,38,23570,,6,2020-04-17T14:45:00
NL,Waalre,22,17454,,6,2020-04-17T14:45:00
NL,Oegstgeest,29,24843,,6,2020-04-17T14:45:00
NL,Midden-Groningen,26,60804,,6,2020-04-17T14:45:00
NL,Bergen (L.),13,13085,,6,2020-04-17T14:45:00
NL,Lisse,18,22957,,6,2020-04-17T14:45:00
NL,Midden-Drenthe,17,33182,,6,2020-04-17T14:45:00
NL,Meppel,26,33902,,6,2020-04-17T14:45:00
NL,Nieuwkoop,37,28809,,7,2020-04-17T14:45:00
NL,Het Hogeland,23,47834,,7,2020-04-17T14:45:00
NL,Bunnik,22,15191,,7,2020-04-17T14:45:00
NL,Wijdemeren,21,24360,,7,2020-04-17T14:45:00
NL,Papendrecht,40,32133,,7,2020-04-17T14:45:00
NL,Rucphen,39,22873,,7,2020-04-17T14:45:00
NL,Aalsmeer,32,31857,,7,2020-04-17T14:45:00
