country,lau,cases,datetime
NL,Krimpen aan den IJssel,1,2020-03-13T14:00:00
NL,Waterland,1,2020-03-13T14:00:00
NL,Leeuwarden,1,2020-03-13T14:00:00
NL,Laarbeek,1,2020-03-13T14:00:00
NL,Katwijk,1,2020-03-13T14:00:00
NL,IJsselstein,1,2020-03-13T14:00:00
NL,Huizen,1,2020-03-13T14:00:00
NL,Hoogeveen,1,2020-03-13T14:00:00
NL,Hoeksche Waard,1,2020-03-13T14:00:00
NL,Hellevoetsluis,1,2020-03-13T14:00:00
NL,Wassenaar,1,2020-03-13T14:00:00
NL,Veldhoven,1,2020-03-13T14:00:00
NL,Heemskerk,1,2020-03-13T14:00:00
NL,Goeree-Overflakkee,1,2020-03-13T14:00:00
NL,Gilze en Rijen,1,2020-03-13T14:00:00
NL,Gennep,1,2020-03-13T14:00:00
NL,Westvoorne,1,2020-03-13T14:00:00
NL,Geertruidenberg,1,2020-03-13T14:00:00
NL,Emmen,1,2020-03-13T14:00:00
NL,Elburg,1,2020-03-13T14:00:00
NL,Eersel,1,2020-03-13T14:00:00
NL,Heeze-Leende,1,2020-03-13T14:00:00
NL,Duiven,1,2020-03-13T14:00:00
NL,Moerdijk,1,2020-03-13T14:00:00
NL,Nieuwkoop,1,2020-03-13T14:00:00
NL,Veere,1,2020-03-13T14:00:00
NL,Veenendaal,1,2020-03-13T14:00:00
NL,Tubbergen,1,2020-03-13T14:00:00
NL,Vlaardingen,1,2020-03-13T14:00:00
NL,Súdwest-Fryslân,1,2020-03-13T14:00:00
NL,Stein,1,2020-03-13T14:00:00
NL,Smallingerland,1,2020-03-13T14:00:00
NL,Voorst,1,2020-03-13T14:00:00
NL,Roermond,1,2020-03-13T14:00:00
NL,Nederweert,1,2020-03-13T14:00:00
NL,Ridderkerk,1,2020-03-13T14:00:00
NL,Reimerswaal,1,2020-03-13T14:00:00
NL,Raalte,1,2020-03-13T14:00:00
NL,Pekela,1,2020-03-13T14:00:00
NL,Waalre,1,2020-03-13T14:00:00
NL,Oldebroek,1,2020-03-13T14:00:00
NL,Nunspeet,1,2020-03-13T14:00:00
NL,"Nuenen, Gerwen en Nederwetten",1,2020-03-13T14:00:00
NL,Nissewaard,1,2020-03-13T14:00:00
NL,Waddinxveen,1,2020-03-13T14:00:00
NL,Rheden,1,2020-03-13T14:00:00
NL,Druten,1,2020-03-13T14:00:00
NL,Velsen,1,2020-03-13T14:00:00
NL,Boxmeer,1,2020-03-13T14:00:00
NL,Barendrecht,1,2020-03-13T14:00:00
NL,Boxtel,1,2020-03-13T14:00:00
NL,Bergen op Zoom,1,2020-03-13T14:00:00
NL,Zaltbommel,1,2020-03-13T14:00:00
NL,Blaricum,1,2020-03-13T14:00:00
NL,Bloemendaal,1,2020-03-13T14:00:00
NL,Bodegraven-Reeuwijk,1,2020-03-13T14:00:00
NL,Zeewolde,1,2020-03-13T14:00:00
NL,Den Helder,1,2020-03-13T14:00:00
NL,Almere,1,2020-03-13T14:00:00
NL,Alkmaar,1,2020-03-13T14:00:00
NL,Albrandswaard,1,2020-03-13T14:00:00
NL,Woudenberg,1,2020-03-13T14:00:00
NL,Borsele,1,2020-03-13T14:00:00
NL,Dordrecht,1,2020-03-13T14:00:00
NL,Almelo,1,2020-03-13T14:00:00
NL,Bergeijk,1,2020-03-13T14:00:00
NL,Landsmeer,2,2020-03-13T14:00:00
NL,Zaanstad,2,2020-03-13T14:00:00
NL,Lingewaard,2,2020-03-13T14:00:00
NL,Landgraaf,2,2020-03-13T14:00:00
NL,Noordwijk,2,2020-03-13T14:00:00
NL,Zwolle,2,2020-03-13T14:00:00
NL,Dronten,2,2020-03-13T14:00:00
NL,Opsterland,2,2020-03-13T14:00:00
NL,Apeldoorn,2,2020-03-13T14:00:00
NL,Roosendaal,2,2020-03-13T14:00:00
NL,Vught,2,2020-03-13T14:00:00
NL,Schagen,2,2020-03-13T14:00:00
NL,Schouwen-Duiveland,2,2020-03-13T14:00:00
NL,Simpelveld,2,2020-03-13T14:00:00
NL,Vlissingen,2,2020-03-13T14:00:00
NL,Son en Breugel,2,2020-03-13T14:00:00
NL,Tiel,2,2020-03-13T14:00:00
NL,Vijfheerenlanden,2,2020-03-13T14:00:00
NL,Venlo,2,2020-03-13T14:00:00
NL,Utrechtse Heuvelrug,2,2020-03-13T14:00:00
NL,Zwartewaterland,2,2020-03-13T14:00:00
NL,Oegstgeest,2,2020-03-13T14:00:00
NL,Purmerend,2,2020-03-13T14:00:00
NL,Heiloo,2,2020-03-13T14:00:00
NL,Horst aan de Maas,2,2020-03-13T14:00:00
NL,Cuijk,2,2020-03-13T14:00:00
NL,Heemstede,2,2020-03-13T14:00:00
NL,Heerlen,2,2020-03-13T14:00:00
NL,Cranendonck,2,2020-03-13T14:00:00
NL,Gouda,2,2020-03-13T14:00:00
NL,Goes,2,2020-03-13T14:00:00
NL,Woerden,2,2020-03-13T14:00:00
NL,Hellendoorn,2,2020-03-13T14:00:00
NL,Buren,2,2020-03-13T14:00:00
NL,West Maas en Waal,2,2020-03-13T14:00:00
NL,Wijk bij Duurstede,2,2020-03-13T14:00:00
NL,Culemborg,2,2020-03-13T14:00:00
NL,De Fryske Marren,2,2020-03-13T14:00:00
NL,Bronckhorst,2,2020-03-13T14:00:00
NL,Geldrop-Mierlo,2,2020-03-13T14:00:00
NL,Diemen,2,2020-03-13T14:00:00
NL,Delft,2,2020-03-13T14:00:00
NL,Harderwijk,2,2020-03-13T14:00:00
NL,Enschede,3,2020-03-13T14:00:00
NL,Deurne,3,2020-03-13T14:00:00
NL,Gooise Meren,3,2020-03-13T14:00:00
NL,Amstelveen,3,2020-03-13T14:00:00
NL,Zundert,3,2020-03-13T14:00:00
NL,Oss,3,2020-03-13T14:00:00
NL,Wijchen,3,2020-03-13T14:00:00
NL,Dinkelland,3,2020-03-13T14:00:00
NL,Aalsmeer,3,2020-03-13T14:00:00
NL,Groningen,3,2020-03-13T14:00:00
NL,West Betuwe,3,2020-03-13T14:00:00
NL,Lelystad,3,2020-03-13T14:00:00
NL,Krimpenerwaard,3,2020-03-13T14:00:00
NL,Borne,3,2020-03-13T14:00:00
NL,Oosterhout,3,2020-03-13T14:00:00
NL,Best,3,2020-03-13T14:00:00
NL,Beuningen,3,2020-03-13T14:00:00
NL,Leidschendam-Voorburg,3,2020-03-13T14:00:00
NL,Langedijk,3,2020-03-13T14:00:00
NL,Neder-Betuwe,3,2020-03-13T14:00:00
NL,Haarlem,4,2020-03-13T14:00:00
NL,Alphen aan den Rijn,4,2020-03-13T14:00:00
NL,Heusden,4,2020-03-13T14:00:00
NL,Leudal,4,2020-03-13T14:00:00
NL,Ermelo,4,2020-03-13T14:00:00
NL,Amersfoort,4,2020-03-13T14:00:00
NL,Zeist,4,2020-03-13T14:00:00
NL,Arnhem,4,2020-03-13T14:00:00
NL,Landerd,4,2020-03-13T14:00:00
NL,Dongen,4,2020-03-13T14:00:00
NL,Lansingerland,4,2020-03-13T14:00:00
NL,Leiden,4,2020-03-13T14:00:00
NL,Hilvarenbeek,5,2020-03-13T14:00:00
NL,Berg en Dal,5,2020-03-13T14:00:00
NL,Beverwijk,5,2020-03-13T14:00:00
NL,Hardinxveld-Giessendam,5,2020-03-13T14:00:00
NL,Drimmelen,5,2020-03-13T14:00:00
NL,Sint-Michielsgestel,5,2020-03-13T14:00:00
NL,Stichtse Vecht,6,2020-03-13T14:00:00
NL,Etten-Leur,6,2020-03-13T14:00:00
NL,Goirle,6,2020-03-13T14:00:00
NL,Pijnacker-Nootdorp,6,2020-03-13T14:00:00
NL,Oisterwijk,6,2020-03-13T14:00:00
NL,Loon op Zand,7,2020-03-13T14:00:00
NL,Renkum,7,2020-03-13T14:00:00
NL,Haaren,7,2020-03-13T14:00:00
NL,'s-Gravenhage,8,2020-03-13T14:00:00
NL,Beekdaelen,8,2020-03-13T14:00:00
NL,Soest,8,2020-03-13T14:00:00
NL,Peel en Maas,8,2020-03-13T14:00:00
NL,Nijmegen,8,2020-03-13T14:00:00
