country,lau,cases,population,cases/100k pop.,datetime
NL,Lisse,0,22800,0.0,2020-03-20T14:00:00
NL,Reusel-De Mierden,0,13060,0.0,2020-03-20T14:00:00
NL,Beemster,0,9748,0.0,2020-03-20T14:00:00
NL,Renswoude,0,5259,0.0,2020-03-20T14:00:00
NL,Opmeer,0,11779,0.0,2020-03-20T14:00:00
NL,Ooststellingwerf,0,25497,0.0,2020-03-20T14:00:00
NL,Drechterland,0,19597,0.0,2020-03-20T14:00:00
NL,Oldambt,0,38129,0.0,2020-03-20T14:00:00
NL,Noord-Beveland,0,7308,0.0,2020-03-20T14:00:00
NL,Montfoort,0,13996,0.0,2020-03-20T14:00:00
NL,Borger-Odoorn,0,25372,0.0,2020-03-20T14:00:00
NL,Medemblik,0,44809,0.0,2020-03-20T14:00:00
NL,Zoeterwoude,0,8450,0.0,2020-03-20T14:00:00
NL,Losser,0,22622,0.0,2020-03-20T14:00:00
NL,Loppersum,0,9614,0.0,2020-03-20T14:00:00
NL,Laren,0,11195,0.0,2020-03-20T14:00:00
NL,Hulst,0,27524,0.0,2020-03-20T14:00:00
NL,Bunschoten,0,21576,0.0,2020-03-20T14:00:00
NL,Het Hogeland,0,47888,0.0,2020-03-20T14:00:00
NL,Hendrik-Ido-Ambacht,0,30966,0.0,2020-03-20T14:00:00
NL,Hattem,0,12173,0.0,2020-03-20T14:00:00
NL,Gorinchem,0,36682,0.0,2020-03-20T14:00:00
NL,Dantumadiel,0,18923,0.0,2020-03-20T14:00:00
NL,Zuidplas,0,42762,0.0,2020-03-20T14:00:00
NL,Rhenen,0,20004,0.0,2020-03-20T14:00:00
NL,Scherpenzeel,0,9873,0.0,2020-03-20T14:00:00
NL,Olst-Wijhe,0,18071,0.0,2020-03-20T14:00:00
NL,Delfzijl,0,24716,0.0,2020-03-20T14:00:00
NL,Waadhoeke,0,46039,0.0,2020-03-20T14:00:00
NL,Westerwolde,0,25199,0.0,2020-03-20T14:00:00
NL,Schiermonnikoog,0,936,0.0,2020-03-20T14:00:00
NL,Weststellingwerf,0,25840,0.0,2020-03-20T14:00:00
NL,Ameland,0,3673,0.0,2020-03-20T14:00:00
NL,Wierden,0,24351,0.0,2020-03-20T14:00:00
NL,Vlieland,0,1138,0.0,2020-03-20T14:00:00
NL,Achtkarspelen,0,27852,0.0,2020-03-20T14:00:00
NL,Westerveld,0,19348,0.0,2020-03-20T14:00:00
NL,Veendam,0,27491,0.0,2020-03-20T14:00:00
NL,Vaals,0,10092,0.0,2020-03-20T14:00:00
NL,Winterswijk,0,28903,0.0,2020-03-20T14:00:00
NL,Aa en Hunze,0,25386,0.0,2020-03-20T14:00:00
NL,Appingedam,0,11721,0.0,2020-03-20T14:00:00
NL,Twenterand,0,33792,0.0,2020-03-20T14:00:00
NL,Woensdrecht,0,21866,0.0,2020-03-20T14:00:00
NL,Terschelling,0,4890,0.0,2020-03-20T14:00:00
NL,Stadskanaal,0,31789,0.0,2020-03-20T14:00:00
NL,Hardenberg,1,60574,1.7,2020-03-20T14:00:00
NL,Harlingen,1,15758,6.3,2020-03-20T14:00:00
NL,Wijdemeren,1,24013,4.2,2020-03-20T14:00:00
NL,Heerenveen,1,50257,2.0,2020-03-20T14:00:00
NL,Eemnes,1,9113,11.0,2020-03-20T14:00:00
