country,lau,cases,population,deaths,hospitalized,datetime
NL,Vlieland,0,1152,,0,2020-04-29T13:55:00
NL,Ameland,0,3718,,0,2020-04-29T13:55:00
NL,Terschelling,2,4889,,0,2020-04-29T13:55:00
NL,Loppersum,2,9533,,0,2020-04-29T13:55:00
NL,Achtkarspelen,10,27836,,0,2020-04-29T13:55:00
NL,Schiermonnikoog,0,947,,0,2020-04-29T13:55:00
NL,Opmeer,8,11837,,1,2020-04-29T13:55:00
NL,Baarle-Nassau,5,6860,,1,2020-04-29T13:55:00
NL,Noord-Beveland,6,7395,,1,2020-04-29T13:55:00
NL,Rozendaal,3,1705,,1,2020-04-29T13:55:00
NL,Aa en Hunze,14,25453,,1,2020-04-29T13:55:00
NL,Hardinxveld-Giessendam,29,18295,,1,2020-04-29T13:55:00
NL,Dantumadiel,6,18916,,2,2020-04-29T13:55:00
NL,Eemnes,14,9247,,2,2020-04-29T13:55:00
NL,Veendam,8,27387,,2,2020-04-29T13:55:00
NL,Stadskanaal,5,31688,,2,2020-04-29T13:55:00
NL,Kapelle,22,12691,,3,2020-04-29T13:55:00
NL,Appingedam,5,11644,,3,2020-04-29T13:55:00
NL,Weststellingwerf,26,25916,,3,2020-04-29T13:55:00
NL,Landsmeer,22,11492,,3,2020-04-29T13:55:00
NL,Scherpenzeel,21,9880,,3,2020-04-29T13:55:00
NL,Zoeterwoude,8,8611,,3,2020-04-29T13:55:00
NL,Ooststellingwerf,7,25472,,3,2020-04-29T13:55:00
NL,Drechterland,42,19717,,4,2020-04-29T13:55:00
NL,Texel,10,13573,,4,2020-04-29T13:55:00
NL,Borger-Odoorn,8,25558,,4,2020-04-29T13:55:00
NL,Reimerswaal,28,22728,,4,2020-04-29T13:55:00
NL,Tytsjerksteradiel,15,32046,,4,2020-04-29T13:55:00
NL,Putten,20,24113,,4,2020-04-29T13:55:00
NL,Midden-Delfland,15,19344,,4,2020-04-29T13:55:00
NL,Pekela,5,12199,,4,2020-04-29T13:55:00
NL,Beemster,9,10025,,4,2020-04-29T13:55:00
NL,Harlingen,16,15720,,4,2020-04-29T13:55:00
NL,Winterswijk,36,28865,,4,2020-04-29T13:55:00
NL,Noordenveld,18,31242,,4,2020-04-29T13:55:00
NL,Wierden,43,24440,,4,2020-04-29T13:55:00
NL,Renswoude,18,5448,,5,2020-04-29T13:55:00
NL,Ouder-Amstel,30,14029,,5,2020-04-29T13:55:00
NL,Woensdrecht,58,21883,,5,2020-04-29T13:55:00
NL,Westerwolde,6,25796,,5,2020-04-29T13:55:00
NL,Borsele,22,22738,,5,2020-04-29T13:55:00
NL,Uitgeest,21,13649,,5,2020-04-29T13:55:00
NL,Delfzijl,16,24666,,5,2020-04-29T13:55:00
NL,Oldambt,12,38213,,6,2020-04-29T13:55:00
NL,Berkelland,66,43748,,6,2020-04-29T13:55:00
NL,Westvoorne,23,14728,,6,2020-04-29T13:55:00
NL,Lisse,20,22957,,6,2020-04-29T13:55:00
NL,Mook en Middelaar,33,7847,,6,2020-04-29T13:55:00
NL,Midden-Drenthe,20,33182,,6,2020-04-29T13:55:00
NL,Veere,24,21885,,6,2020-04-29T13:55:00
NL,Noardeast-Fryslân,23,45251,,6,2020-04-29T13:55:00
NL,Kaag en Braassem,26,27300,,6,2020-04-29T13:55:00
NL,Koggenland,32,22752,,6,2020-04-29T13:55:00
NL,Hendrik-Ido-Ambacht,31,31204,,6,2020-04-29T13:55:00
NL,Midden-Groningen,29,60804,,6,2020-04-29T13:55:00
NL,Aalten,53,27117,,6,2020-04-29T13:55:00
NL,Opsterland,23,29742,,6,2020-04-29T13:55:00
NL,Papendrecht,53,32133,,7,2020-04-29T13:55:00
NL,Bergen (L.),21,13085,,7,2020-04-29T13:55:00
NL,Hillegom,28,22208,,7,2020-04-29T13:55:00
NL,Hilvarenbeek,35,15514,,7,2020-04-29T13:55:00
NL,Doesburg,26,11078,,7,2020-04-29T13:55:00
NL,Bloemendaal,44,23570,,7,2020-04-29T13:55:00
NL,Wijdemeren,24,24360,,7,2020-04-29T13:55:00
NL,Blaricum,24,11536,,7,2020-04-29T13:55:00
NL,Bunnik,31,15191,,7,2020-04-29T13:55:00
NL,Het Hogeland,27,47834,,7,2020-04-29T13:55:00
NL,Waalre,27,17454,,7,2020-04-29T13:55:00
NL,Bodegraven-Reeuwijk,46,34869,,7,2020-04-29T13:55:00
NL,Losser,22,22685,,7,2020-04-29T13:55:00
NL,Meppel,31,33902,,8,2020-04-29T13:55:00
NL,Nieuwkoop,45,28809,,8,2020-04-29T13:55:00
NL,Oegstgeest,36,24843,,8,2020-04-29T13:55:00
NL,Staphorst,55,17144,,8,2020-04-29T13:55:00
NL,Laren,23,11274,,8,2020-04-29T13:55:00
NL,Rhenen,23,20125,,8,2020-04-29T13:55:00
NL,Rucphen,54,22873,,8,2020-04-29T13:55:00
