country,lau,cases,population,deaths,hospitalized,datetime
NL,Terschelling,2,4889,,0,2020-05-18T13:52:00
NL,Achtkarspelen,11,27836,,0,2020-05-18T13:52:00
NL,Vlieland,0,1152,,0,2020-05-18T13:52:00
NL,Schiermonnikoog,0,947,,0,2020-05-18T13:52:00
NL,Loppersum,2,9533,,0,2020-05-18T13:52:00
NL,Ameland,0,3718,,0,2020-05-18T13:52:00
NL,Rozendaal,3,1705,,1,2020-05-18T13:52:00
NL,Aa en Hunze,14,25453,,1,2020-05-18T13:52:00
NL,Noord-Beveland,8,7395,,1,2020-05-18T13:52:00
NL,Opmeer,8,11837,,1,2020-05-18T13:52:00
NL,Stadskanaal,7,31688,,2,2020-05-18T13:52:00
NL,Veendam,8,27387,,2,2020-05-18T13:52:00
NL,Eemnes,17,9247,,2,2020-05-18T13:52:00
NL,Hardinxveld-Giessendam,33,18295,,2,2020-05-18T13:52:00
NL,Dantumadiel,6,18916,,2,2020-05-18T13:52:00
NL,Kapelle,22,12691,,3,2020-05-18T13:52:00
NL,Landsmeer,23,11492,,3,2020-05-18T13:52:00
NL,Weststellingwerf,28,25916,,3,2020-05-18T13:52:00
NL,Ooststellingwerf,7,25472,,3,2020-05-18T13:52:00
NL,Zoeterwoude,11,8611,,3,2020-05-18T13:52:00
NL,Appingedam,5,11644,,3,2020-05-18T13:52:00
NL,Scherpenzeel,27,9880,,4,2020-05-18T13:52:00
NL,Pekela,5,12199,,4,2020-05-18T13:52:00
NL,Harlingen,17,15720,,4,2020-05-18T13:52:00
NL,Drechterland,43,19717,,4,2020-05-18T13:52:00
NL,Reimerswaal,29,22728,,4,2020-05-18T13:52:00
NL,Midden-Delfland,18,19344,,4,2020-05-18T13:52:00
NL,Noordenveld,18,31242,,4,2020-05-18T13:52:00
NL,Borger-Odoorn,9,25558,,4,2020-05-18T13:52:00
NL,Beemster,9,10025,,4,2020-05-18T13:52:00
NL,Tytsjerksteradiel,15,32046,,4,2020-05-18T13:52:00
NL,Renswoude,19,5448,,5,2020-05-18T13:52:00
NL,Ouder-Amstel,33,14029,,5,2020-05-18T13:52:00
NL,Borsele,25,22738,,5,2020-05-18T13:52:00
NL,Texel,11,13573,,5,2020-05-18T13:52:00
NL,Woensdrecht,64,21883,,5,2020-05-18T13:52:00
NL,Uitgeest,22,13649,,5,2020-05-18T13:52:00
NL,Wierden,48,24440,,5,2020-05-18T13:52:00
NL,Westerwolde,6,25796,,5,2020-05-18T13:52:00
NL,Mook en Middelaar,35,7847,,6,2020-05-18T13:52:00
NL,Delfzijl,17,24666,,6,2020-05-18T13:52:00
NL,Winterswijk,40,28865,,6,2020-05-18T13:52:00
NL,Kaag en Braassem,27,27300,,6,2020-05-18T13:52:00
NL,Midden-Drenthe,22,33182,,6,2020-05-18T13:52:00
NL,Midden-Groningen,31,60804,,6,2020-05-18T13:52:00
NL,Westvoorne,25,14728,,6,2020-05-18T13:52:00
NL,Veere,26,21885,,6,2020-05-18T13:52:00
NL,Koggenland,34,22752,,6,2020-05-18T13:52:00
NL,Noardeast-Fryslân,25,45251,,6,2020-05-18T13:52:00
NL,Putten,24,24113,,7,2020-05-18T13:52:00
NL,Opsterland,23,29742,,7,2020-05-18T13:52:00
NL,Het Hogeland,29,47834,,7,2020-05-18T13:52:00
