country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Friesland,Vlieland,0,,0,0,2020-08-02T10:00:00
NL,Groningen,Loppersum,2,,0,0,2020-08-02T10:00:00
NL,Friesland,Terschelling,2,,0,0,2020-08-02T10:00:00
NL,Friesland,Schiermonnikoog,0,,0,0,2020-08-02T10:00:00
NL,Friesland,Achtkarspelen,15,,0,0,2020-08-02T10:00:00
NL,Friesland,Ameland,0,,0,0,2020-08-02T10:00:00
NL,Drenthe,,2,,0,0,2020-08-02T10:00:00
NL,Gelderland,Rozendaal,3,,0,1,2020-08-02T10:00:00
NL,Drenthe,Aa en Hunze,14,,0,1,2020-08-02T10:00:00
NL,Groningen,,4,,0,1,2020-08-02T10:00:00
NL,Friesland,,3,,0,1,2020-08-02T10:00:00
NL,Overijssel,,13,,1,1,2020-08-02T10:00:00
NL,Noord-Holland,Opmeer,9,,1,1,2020-08-02T10:00:00
NL,Flevoland,,1,,0,1,2020-08-02T10:00:00
NL,Zeeland,Noord-Beveland,12,,0,1,2020-08-02T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,37,,2,2,2020-08-02T10:00:00
NL,Groningen,Veendam,8,,0,2,2020-08-02T10:00:00
NL,Groningen,Stadskanaal,9,,2,2,2020-08-02T10:00:00
NL,Utrecht,Eemnes,23,,1,2,2020-08-02T10:00:00
NL,Zeeland,,4,,1,2,2020-08-02T10:00:00
NL,Friesland,Dantumadiel,5,,0,2,2020-08-02T10:00:00
NL,Noord-Holland,Landsmeer,24,,3,3,2020-08-02T10:00:00
NL,Zuid-Holland,Zoeterwoude,17,,1,3,2020-08-02T10:00:00
NL,Zeeland,Kapelle,27,,1,3,2020-08-02T10:00:00
NL,Groningen,Appingedam,5,,0,3,2020-08-02T10:00:00
NL,Friesland,Weststellingwerf,29,,4,3,2020-08-02T10:00:00
NL,Friesland,Ooststellingwerf,8,,0,3,2020-08-02T10:00:00
NL,Noord-Holland,Beemster,15,,1,4,2020-08-02T10:00:00
NL,Friesland,Harlingen,17,,1,4,2020-08-02T10:00:00
NL,Zuid-Holland,Midden-Delfland,33,,0,4,2020-08-02T10:00:00
NL,Zeeland,Reimerswaal,37,,2,4,2020-08-02T10:00:00
NL,Friesland,Tytsjerksteradiel,16,,1,4,2020-08-02T10:00:00
NL,Groningen,Pekela,5,,0,4,2020-08-02T10:00:00
NL,Drenthe,Noordenveld,21,,1,4,2020-08-02T10:00:00
