country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2021-06-16T00:00:00
GR,Mount Athos,43,1811.0,0,2021-06-16T00:00:00
GR,Lefkada,268,23693.0,0,2021-06-16T00:00:00
GR,Kefalonia,314,39032.0,0,2021-06-16T00:00:00
GR,Samos,569,42859.0,0,2021-06-16T00:00:00
GR,Preveza,577,57491.0,0,2021-06-16T00:00:00
GR,Phocis,589,40343.0,0,2021-06-16T00:00:00
GR,Evrytania,636,20081.0,0,2021-06-16T00:00:00
GR,Arta,693,67877.0,2,2021-06-16T00:00:00
GR,Zakynthos,713,40759.0,3,2021-06-16T00:00:00
GR,Thesprotia,762,43587.0,2,2021-06-16T00:00:00
GR,Lasithi,768,75381.0,0,2021-06-16T00:00:00
GR,Chios,914,52674.0,0,2021-06-16T00:00:00
GR,Laconia,992,89138.0,0,2021-06-16T00:00:00
GR,Imported (They asked to be tested),1052,0.0,0,2021-06-16T00:00:00
GR,Grevena,1225,31757.0,1,2021-06-16T00:00:00
GR,Messenia,1635,159954.0,0,2021-06-16T00:00:00
GR,Cyclades,1727,118027.0,0,2021-06-16T00:00:00
GR,Corfu (Kerkyra),1783,104371.0,3,2021-06-16T00:00:00
GR,Florina,1798,51414.0,2,2021-06-16T00:00:00
GR,Kastoria,1835,50322.0,16,2021-06-16T00:00:00
GR,Arcadia,2108,86685.0,0,2021-06-16T00:00:00
GR,Rethymno,2110,85609.0,0,2021-06-16T00:00:00
GR,Argolis,2332,97044.0,0,2021-06-16T00:00:00
GR,Elis,2599,159300.0,2,2021-06-16T00:00:00
GR,Chania,2955,156585.0,1,2021-06-16T00:00:00
GR,Lesbos,3112,103698.0,13,2021-06-16T00:00:00
GR,Rhodope,3145,112039.0,3,2021-06-16T00:00:00
GR,Trikala,3224,131085.0,3,2021-06-16T00:00:00
GR,Phthiotis,3431,158231.0,0,2021-06-16T00:00:00
GR,Karditsa,3668,113544.0,1,2021-06-16T00:00:00
GR,Dodecanese,3793,190988.0,0,2021-06-16T00:00:00
GR,Xanthi,3845,111222.0,14,2021-06-16T00:00:00
GR,Corinthia,3876,145082.0,1,2021-06-16T00:00:00
GR,Drama,3975,98287.0,7,2021-06-16T00:00:00
GR,Kilkis,3996,80419.0,3,2021-06-16T00:00:00
GR,Chalkidiki,4118,107719.0,5,2021-06-16T00:00:00
GR,Evros,4310,147947.0,25,2021-06-16T00:00:00
GR,Boeotia,4343,117920.0,0,2021-06-16T00:00:00
GR,Ioannina,4876,167901.0,13,2021-06-16T00:00:00
GR,Kavala,4898,138687.0,8,2021-06-16T00:00:00
GR,Euboea,5159,210815.0,1,2021-06-16T00:00:00
GR,Imathia,5200,140611.0,5,2021-06-16T00:00:00
GR,Aetolia-Acarnania,5228,210802.0,2,2021-06-16T00:00:00
GR,Pieria,5261,126698.0,8,2021-06-16T00:00:00
GR,Imported (Detected at the entry points),5320,0.0,0,2021-06-16T00:00:00
GR,Herakleion,6238,305490.0,2,2021-06-16T00:00:00
GR,Serres,6544,176430.0,19,2021-06-16T00:00:00
GR,Pella,6846,139680.0,11,2021-06-16T00:00:00
GR,Magnesia,6897,203808.0,7,2021-06-16T00:00:00
GR,Kozani,7279,150196.0,31,2021-06-16T00:00:00
GR,No Location Provided,10457,10816286.0,11713,2021-06-16T00:00:00
GR,Achaea,11680,309694.0,14,2021-06-16T00:00:00
GR,Larissa,14378,284325.0,23,2021-06-16T00:00:00
GR,Thessaloniki,61814,1110551.0,184,2021-06-16T00:00:00
GR,Attica,168826,3828434.0,330,2021-06-16T00:00:00
