wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2312;755;3067;0.60;0.20;0.80;18;6;12;2010;0;0;11094;3306;7723;65;t00;2024-01-03
dolnoœl¹skie;138;45;183;0.48;0.16;0.63;0;0;0;79;0;0;537;199;337;1;t02;2024-01-03
kujawsko-pomorskie;141;49;190;0.68;0.24;0.92;3;0;3;154;0;0;605;199;404;2;t04;2024-01-03
lubelskie;128;64;192;0.61;0.30;0.91;1;0;1;230;0;0;574;207;366;1;t06;2024-01-03
lubuskie;111;38;149;1.10;0.38;1.47;1;1;0;37;0;0;543;159;378;6;t08;2024-01-03
³ódzkie;100;25;125;0.41;0.10;0.51;2;1;1;94;0;0;437;128;308;1;t10;2024-01-03
ma³opolskie;160;58;218;0.47;0.17;0.64;0;0;0;200;0;0;594;222;371;1;t12;2024-01-03
mazowieckie;311;96;407;0.57;0.18;0.75;0;0;0;241;0;0;1503;438;1056;9;t14;2024-01-03
opolskie;46;21;67;0.47;0.21;0.68;0;0;0;17;0;0;284;78;202;4;t16;2024-01-03
podkarpackie;99;27;126;0.47;0.13;0.59;2;2;0;157;0;0;454;138;314;2;t18;2024-01-03
podlaskie;82;21;103;0.70;0.18;0.88;0;0;0;77;0;0;421;110;308;3;t20;2024-01-03
pomorskie;119;32;151;0.51;0.14;0.64;1;1;0;92;0;0;591;165;422;4;t22;2024-01-03
œl¹skie;344;109;453;0.76;0.24;1.00;0;0;0;268;0;0;1751;475;1264;12;t24;2024-01-03
œwiêtokrzyskie;117;44;161;0.95;0.36;1.31;0;0;0;42;0;0;628;179;444;5;t26;2024-01-03
warmiñsko-mazurskie;80;22;102;0.56;0.15;0.72;1;1;0;71;0;0;518;118;398;2;t28;2024-01-03
wielkopolskie;191;57;248;0.55;0.16;0.71;6;0;6;134;0;0;780;283;493;4;t30;2024-01-03
zachodniopomorskie;80;31;111;0.47;0.18;0.66;1;0;1;116;0;0;423;116;303;4;t32;2024-01-03
