wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1161;434;1595;0.30;0.11;0.42;4;1;3;1191;0;0;2964;1637;1324;3;t00;2024-08-27
dolnoœl¹skie;53;14;67;0.18;0.05;0.23;0;0;0;24;0;0;131;71;60;0;t02;2024-08-27
kujawsko-pomorskie;98;48;146;0.47;0.23;0.71;0;0;0;118;0;0;239;149;90;0;t04;2024-08-27
lubelskie;99;50;149;0.47;0.24;0.71;0;0;0;132;0;0;230;151;79;0;t06;2024-08-27
lubuskie;23;7;30;0.23;0.07;0.30;0;0;0;17;0;0;41;30;11;0;t08;2024-08-27
³ódzkie;51;12;63;0.21;0.05;0.26;1;1;0;53;0;0;122;65;57;0;t10;2024-08-27
ma³opolskie;70;19;89;0.21;0.06;0.26;0;0;0;79;0;0;154;89;65;0;t12;2024-08-27
mazowieckie;238;79;317;0.44;0.15;0.58;0;0;0;191;0;0;744;320;424;0;t14;2024-08-27
opolskie;12;9;21;0.12;0.09;0.21;0;0;0;15;0;0;59;21;38;0;t16;2024-08-27
podkarpackie;99;22;121;0.47;0.10;0.57;0;0;0;97;0;0;184;127;56;1;t18;2024-08-27
podlaskie;69;29;98;0.59;0.25;0.83;0;0;0;91;0;0;151;99;51;1;t20;2024-08-27
pomorskie;50;21;71;0.21;0.09;0.30;0;0;0;58;0;0;121;72;48;1;t22;2024-08-27
œl¹skie;63;33;96;0.14;0.07;0.21;0;0;0;96;0;0;195;99;96;0;t24;2024-08-27
œwiêtokrzyskie;51;17;68;0.41;0.14;0.55;0;0;0;41;0;0;86;74;12;0;t26;2024-08-27
warmiñsko-mazurskie;48;21;69;0.34;0.15;0.49;0;0;0;58;0;0;131;74;57;0;t28;2024-08-27
wielkopolskie;95;34;129;0.27;0.10;0.37;2;0;2;72;0;0;172;131;41;0;t30;2024-08-27
zachodniopomorskie;33;16;49;0.19;0.09;0.29;1;0;1;49;0;0;128;50;78;0;t32;2024-08-27
