wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;115;72;187;0.03;0.02;0.05;0;0;0;216;0;0;858;191;667;0;t00;2024-07-08
dolnoœl¹skie;12;6;18;0.04;0.02;0.06;0;0;0;7;0;0;31;18;13;0;t02;2024-07-08
kujawsko-pomorskie;5;3;8;0.02;0.01;0.04;0;0;0;14;0;0;38;8;30;0;t04;2024-07-08
lubelskie;13;7;20;0.06;0.03;0.10;0;0;0;15;0;0;37;22;15;0;t06;2024-07-08
lubuskie;0;1;1;0;0.01;0.01;0;0;0;2;0;0;9;1;8;0;t08;2024-07-08
³ódzkie;4;2;6;0.02;0.01;0.02;0;0;0;6;0;0;12;6;6;0;t10;2024-07-08
ma³opolskie;14;5;19;0.04;0.01;0.06;0;0;0;27;0;0;57;19;38;0;t12;2024-07-08
mazowieckie;21;11;32;0.04;0.02;0.06;0;0;0;24;0;0;365;33;332;0;t14;2024-07-08
opolskie;1;1;2;0.01;0.01;0.02;0;0;0;3;0;0;36;2;34;0;t16;2024-07-08
podkarpackie;4;3;7;0.02;0.01;0.03;0;0;0;7;0;0;19;7;12;0;t18;2024-07-08
podlaskie;2;7;9;0.02;0.06;0.08;0;0;0;9;0;0;28;9;19;0;t20;2024-07-08
pomorskie;6;1;7;0.03;0.00;0.03;0;0;0;11;0;0;30;8;22;0;t22;2024-07-08
œl¹skie;10;8;18;0.02;0.02;0.04;0;0;0;34;0;0;66;18;48;0;t24;2024-07-08
œwiêtokrzyskie;5;2;7;0.04;0.02;0.06;0;0;0;9;0;0;12;7;5;0;t26;2024-07-08
warmiñsko-mazurskie;5;3;8;0.04;0.02;0.06;0;0;0;18;0;0;21;8;13;0;t28;2024-07-08
wielkopolskie;6;8;14;0.02;0.02;0.04;0;0;0;12;0;0;39;14;25;0;t30;2024-07-08
zachodniopomorskie;5;3;8;0.03;0.02;0.05;0;0;0;18;0;0;32;8;24;0;t32;2024-07-08
