wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1762;743;2505;0.46;0.19;0.65;5;0;5;2073;0;0;5058;2579;2475;4;t00;2023-11-28
dolnoœl¹skie;115;33;148;0.40;0.11;0.51;1;0;1;94;0;0;258;151;107;0;t02;2023-11-28
kujawsko-pomorskie;128;61;189;0.62;0.29;0.91;1;0;1;182;0;0;375;193;182;0;t04;2023-11-28
lubelskie;152;64;216;0.72;0.30;1.03;0;0;0;228;0;0;377;229;148;0;t06;2023-11-28
lubuskie;40;18;58;0.40;0.18;0.57;0;0;0;56;0;0;140;62;78;0;t08;2023-11-28
³ódzkie;66;32;98;0.27;0.13;0.40;0;0;0;104;0;0;198;98;100;0;t10;2023-11-28
ma³opolskie;98;46;144;0.29;0.13;0.42;0;0;0;155;0;0;317;146;171;0;t12;2023-11-28
mazowieckie;304;125;429;0.56;0.23;0.79;0;0;0;253;0;0;1005;438;566;1;t14;2023-11-28
opolskie;56;25;81;0.57;0.25;0.83;0;0;0;39;0;0;157;86;71;0;t16;2023-11-28
podkarpackie;71;31;102;0.33;0.15;0.48;1;0;1;124;0;0;208;104;103;1;t18;2023-11-28
podlaskie;73;28;101;0.62;0.24;0.86;0;0;0;87;0;0;211;104;107;0;t20;2023-11-28
pomorskie;69;28;97;0.29;0.12;0.41;0;0;0;62;0;0;195;98;97;0;t22;2023-11-28
œl¹skie;173;80;253;0.38;0.18;0.56;0;0;0;210;0;0;497;258;238;1;t24;2023-11-28
œwiêtokrzyskie;66;13;79;0.54;0.11;0.64;0;0;0;65;0;0;116;80;36;0;t26;2023-11-28
warmiñsko-mazurskie;89;43;132;0.63;0.30;0.93;0;0;0;113;0;0;215;133;81;1;t28;2023-11-28
wielkopolskie;164;80;244;0.47;0.23;0.70;1;0;1;172;0;0;382;260;122;0;t30;2023-11-28
zachodniopomorskie;81;35;116;0.48;0.21;0.69;1;0;1;124;0;0;263;117;146;0;t32;2023-11-28
