wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;474;157;631;0.12;0.04;0.16;2;1;1;863;0;0;5567;712;4843;12;t00;2023-04-18
dolnoœl¹skie;25;6;31;0.09;0.02;0.11;0;0;0;29;0;0;182;35;146;1;t02;2023-04-18
kujawsko-pomorskie;24;2;26;0.12;0.01;0.13;0;0;0;58;0;0;262;30;232;0;t04;2023-04-18
lubelskie;38;27;65;0.18;0.13;0.31;0;0;0;57;0;0;512;68;443;1;t06;2023-04-18
lubuskie;10;4;14;0.10;0.04;0.14;0;0;0;9;0;0;92;18;73;1;t08;2023-04-18
³ódzkie;22;9;31;0.09;0.04;0.13;0;0;0;62;0;0;270;33;236;1;t10;2023-04-18
ma³opolskie;41;11;52;0.12;0.03;0.15;1;1;0;96;0;0;293;52;241;0;t12;2023-04-18
mazowieckie;90;20;110;0.17;0.04;0.20;0;0;0;139;0;0;914;119;794;1;t14;2023-04-18
opolskie;6;3;9;0.06;0.03;0.09;0;0;0;7;0;0;255;11;244;0;t16;2023-04-18
podkarpackie;19;7;26;0.09;0.03;0.12;0;0;0;63;0;0;287;27;260;0;t18;2023-04-18
podlaskie;21;7;28;0.18;0.06;0.24;0;0;0;54;0;0;245;35;210;0;t20;2023-04-18
pomorskie;30;10;40;0.13;0.04;0.17;0;0;0;46;0;0;272;45;227;0;t22;2023-04-18
œl¹skie;34;13;47;0.08;0.03;0.10;0;0;0;88;0;0;549;52;495;2;t24;2023-04-18
œwiêtokrzyskie;19;3;22;0.15;0.02;0.18;1;0;1;20;0;0;112;23;89;0;t26;2023-04-18
warmiñsko-mazurskie;21;11;32;0.15;0.08;0.23;0;0;0;48;0;0;325;51;272;2;t28;2023-04-18
wielkopolskie;31;12;43;0.09;0.03;0.12;0;0;0;39;0;0;276;48;225;3;t30;2023-04-18
zachodniopomorskie;31;10;41;0.18;0.06;0.24;0;0;0;48;0;0;363;46;317;0;t32;2023-04-18
