wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;140;43;183;0.04;0.01;0.05;3;2;1;472;0;0;1631;198;1431;2;t00;2024-11-22
dolnoœl¹skie;13;2;15;0.04;0.01;0.05;0;0;0;32;0;0;69;15;54;0;t02;2024-11-22
kujawsko-pomorskie;7;2;9;0.03;0.01;0.04;0;0;0;24;0;0;82;10;72;0;t04;2024-11-22
lubelskie;17;5;22;0.08;0.02;0.10;0;0;0;35;0;0;131;26;105;0;t06;2024-11-22
lubuskie;1;0;1;0.01;0;0.01;0;0;0;7;0;0;18;1;17;0;t08;2024-11-22
³ódzkie;3;2;5;0.01;0.01;0.02;0;0;0;16;0;0;31;5;26;0;t10;2024-11-22
ma³opolskie;16;3;19;0.05;0.01;0.06;0;0;0;48;0;0;113;20;93;0;t12;2024-11-22
mazowieckie;17;2;19;0.03;0.00;0.04;1;1;0;42;0;0;435;20;413;2;t14;2024-11-22
opolskie;4;0;4;0.04;0;0.04;0;0;0;4;0;0;20;4;16;0;t16;2024-11-22
podkarpackie;11;7;18;0.05;0.03;0.08;0;0;0;88;0;0;135;18;117;0;t18;2024-11-22
podlaskie;11;4;15;0.09;0.03;0.13;0;0;0;43;0;0;72;16;56;0;t20;2024-11-22
pomorskie;9;2;11;0.04;0.01;0.05;1;0;1;14;0;0;127;11;116;0;t22;2024-11-22
œl¹skie;9;6;15;0.02;0.01;0.03;0;0;0;53;0;0;119;16;103;0;t24;2024-11-22
œwiêtokrzyskie;4;1;5;0.03;0.01;0.04;0;0;0;7;0;0;18;6;12;0;t26;2024-11-22
warmiñsko-mazurskie;6;4;10;0.04;0.03;0.07;0;0;0;22;0;0;75;14;61;0;t28;2024-11-22
wielkopolskie;9;1;10;0.03;0.00;0.03;1;1;0;13;0;0;82;10;72;0;t30;2024-11-22
zachodniopomorskie;2;2;4;0.01;0.01;0.02;0;0;0;22;0;0;55;4;51;0;t32;2024-11-22
