wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3107;1096;4203;0.81;0.29;1.10;32;6;26;4316;0;0;13470;4548;8892;30;t00;2023-03-20
dolnoœl¹skie;141;48;189;0.49;0.17;0.65;1;0;1;166;0;0;587;196;390;1;t02;2023-03-20
kujawsko-pomorskie;247;90;337;1.19;0.43;1.63;3;1;2;394;0;0;1042;356;685;1;t04;2023-03-20
lubelskie;219;54;273;1.04;0.26;1.30;1;0;1;212;0;0;1170;298;871;1;t06;2023-03-20
lubuskie;59;21;80;0.58;0.21;0.79;3;2;1;61;0;0;207;85;119;3;t08;2023-03-20
³ódzkie;201;66;267;0.82;0.27;1.09;2;1;1;327;0;0;819;290;527;2;t10;2023-03-20
ma³opolskie;246;54;300;0.72;0.16;0.88;9;0;9;334;0;0;876;314;559;3;t12;2023-03-20
mazowieckie;519;208;727;0.96;0.38;1.34;4;1;3;610;0;0;2070;779;1287;4;t14;2023-03-20
opolskie;67;41;108;0.68;0.42;1.10;0;0;0;91;0;0;432;121;310;1;t16;2023-03-20
podkarpackie;110;39;149;0.52;0.18;0.70;1;0;1;326;0;0;716;155;560;1;t18;2023-03-20
podlaskie;127;54;181;1.08;0.46;1.54;2;0;2;180;0;0;505;202;302;1;t20;2023-03-20
pomorskie;158;60;218;0.67;0.26;0.93;1;0;1;294;0;0;707;229;476;2;t22;2023-03-20
œl¹skie;286;92;378;0.63;0.20;0.84;1;1;0;442;0;0;1292;415;874;3;t24;2023-03-20
œwiêtokrzyskie;145;43;188;1.18;0.35;1.53;0;0;0;142;0;0;392;200;191;1;t26;2023-03-20
warmiñsko-mazurskie;125;61;186;0.88;0.43;1.31;1;0;1;192;0;0;689;230;457;2;t28;2023-03-20
wielkopolskie;242;85;327;0.69;0.24;0.93;2;0;2;265;0;0;883;352;531;0;t30;2023-03-20
zachodniopomorskie;172;74;246;1.02;0.44;1.45;1;0;1;277;0;0;693;264;428;1;t32;2023-03-20
