wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1603;758;2361;0.42;0.20;0.62;8;4;4;2124;0;0;4840;2429;2410;1;t00;2023-11-20
dolnoœl¹skie;90;49;139;0.31;0.17;0.48;1;0;1;95;0;0;261;141;120;0;t02;2023-11-20
kujawsko-pomorskie;116;62;178;0.56;0.30;0.86;0;0;0;174;0;0;382;185;197;0;t04;2023-11-20
lubelskie;169;88;257;0.80;0.42;1.22;0;0;0;243;0;0;421;277;144;0;t06;2023-11-20
lubuskie;49;22;71;0.49;0.22;0.70;0;0;0;76;0;0;134;72;62;0;t08;2023-11-20
³ódzkie;71;21;92;0.29;0.09;0.38;1;0;1;102;0;0;170;92;78;0;t10;2023-11-20
ma³opolskie;114;34;148;0.33;0.10;0.43;0;0;0;152;0;0;293;150;143;0;t12;2023-11-20
mazowieckie;241;117;358;0.44;0.22;0.66;1;0;1;271;0;0;954;367;586;1;t14;2023-11-20
opolskie;49;21;70;0.50;0.21;0.71;1;0;1;54;0;0;147;72;75;0;t16;2023-11-20
podkarpackie;88;33;121;0.41;0.16;0.57;2;2;0;109;0;0;238;124;114;0;t18;2023-11-20
podlaskie;96;33;129;0.82;0.28;1.10;0;0;0;123;0;0;260;131;129;0;t20;2023-11-20
pomorskie;80;42;122;0.34;0.18;0.52;0;0;0;100;0;0;217;123;94;0;t22;2023-11-20
œl¹skie;107;82;189;0.24;0.18;0.42;0;0;0;236;0;0;408;192;216;0;t24;2023-11-20
œwiêtokrzyskie;45;13;58;0.37;0.11;0.47;0;0;0;39;0;0;66;59;7;0;t26;2023-11-20
warmiñsko-mazurskie;63;40;103;0.44;0.28;0.73;2;2;0;98;0;0;178;106;72;0;t28;2023-11-20
wielkopolskie;121;58;179;0.35;0.17;0.51;0;0;0;143;0;0;293;181;112;0;t30;2023-11-20
zachodniopomorskie;81;40;121;0.48;0.24;0.71;0;0;0;104;0;0;269;126;143;0;t32;2023-11-20
