wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3;0;3;0.00;0.00;0.00;0;0;0;0;0;0;413;3;410;0;t00;2024-05-25
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t02;2024-05-25
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t04;2024-05-25
lubelskie;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t06;2024-05-25
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t08;2024-05-25
³ódzkie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t10;2024-05-25
ma³opolskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;10;2;8;0;t12;2024-05-25
mazowieckie;0;0;0;0;0;0;0;0;0;0;0;0;303;0;303;0;t14;2024-05-25
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t16;2024-05-25
podkarpackie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t18;2024-05-25
podlaskie;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;t20;2024-05-25
pomorskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;55;1;54;0;t22;2024-05-25
œl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;t24;2024-05-25
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t26;2024-05-25
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;t28;2024-05-25
wielkopolskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t30;2024-05-25
zachodniopomorskie;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;t32;2024-05-25
