wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;15;0;15;0.00;0.00;0.00;0;0;0;43;0;0;711;15;694;2;t00;2023-07-17
dolnoœl¹skie;1;0;1;0.00;0;0.00;0;0;0;1;0;0;7;1;6;0;t02;2023-07-17
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;2;0;0;7;0;7;0;t04;2023-07-17
lubelskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;48;2;45;1;t06;2023-07-17
lubuskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;4;1;3;0;t08;2023-07-17
³ódzkie;0;0;0;0;0;0;0;0;0;5;0;0;12;0;12;0;t10;2023-07-17
ma³opolskie;3;0;3;0.01;0;0.01;0;0;0;9;0;0;26;3;23;0;t12;2023-07-17
mazowieckie;4;0;4;0.01;0;0.01;0;0;0;8;0;0;323;4;319;0;t14;2023-07-17
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;98;0;98;0;t16;2023-07-17
podkarpackie;1;0;1;0.00;0;0.00;0;0;0;5;0;0;10;1;9;0;t18;2023-07-17
podlaskie;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t20;2023-07-17
pomorskie;0;0;0;0;0;0;0;0;0;1;0;0;10;0;10;0;t22;2023-07-17
œl¹skie;1;0;1;0.00;0;0.00;0;0;0;6;0;0;27;1;25;1;t24;2023-07-17
œwiêtokrzyskie;1;0;1;0.01;0;0.01;0;0;0;1;0;0;5;1;4;0;t26;2023-07-17
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;3;0;0;27;1;26;0;t28;2023-07-17
wielkopolskie;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;t30;2023-07-17
zachodniopomorskie;0;0;0;0;0;0;0;0;0;2;0;0;14;0;14;0;t32;2023-07-17
