wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;60;8;68;0.02;0.00;0.02;0;0;0;2;0;0;445;70;375;0;t00;2024-08-24
dolnoœl¹skie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;1;1;0;0;t02;2024-08-24
kujawsko-pomorskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;1;1;0;0;t04;2024-08-24
lubelskie;12;1;13;0.06;0.00;0.06;0;0;0;0;0;0;16;14;2;0;t06;2024-08-24
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t08;2024-08-24
³ódzkie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;2;2;0;0;t10;2024-08-24
ma³opolskie;5;0;5;0.01;0;0.01;0;0;0;0;0;0;12;5;7;0;t12;2024-08-24
mazowieckie;9;1;10;0.02;0.00;0.02;0;0;0;1;0;0;310;10;300;0;t14;2024-08-24
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t16;2024-08-24
podkarpackie;1;2;3;0.00;0.01;0.01;0;0;0;0;0;0;3;3;0;0;t18;2024-08-24
podlaskie;3;0;3;0.03;0;0.03;0;0;0;1;0;0;3;3;0;0;t20;2024-08-24
pomorskie;6;0;6;0.03;0;0.03;0;0;0;0;0;0;12;6;6;0;t22;2024-08-24
œl¹skie;4;0;4;0.01;0;0.01;0;0;0;0;0;0;15;4;11;0;t24;2024-08-24
œwiêtokrzyskie;5;3;8;0.04;0.02;0.07;0;0;0;0;0;0;9;8;1;0;t26;2024-08-24
warmiñsko-mazurskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;2;2;0;0;t28;2024-08-24
wielkopolskie;4;0;4;0.01;0;0.01;0;0;0;0;0;0;13;4;9;0;t30;2024-08-24
zachodniopomorskie;3;0;3;0.02;0;0.02;0;0;0;0;0;0;5;3;2;0;t32;2024-08-24
