wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;864;327;1191;0.23;0.09;0.31;3;1;2;1130;0;0;2918;1236;1680;2;t00;2023-11-07
dolnoœl¹skie;58;23;81;0.20;0.08;0.28;1;0;1;60;0;0;182;82;100;0;t02;2023-11-07
kujawsko-pomorskie;59;24;83;0.29;0.12;0.40;0;0;0;73;0;0;199;83;115;1;t04;2023-11-07
lubelskie;65;29;94;0.31;0.14;0.45;0;0;0;93;0;0;161;94;67;0;t06;2023-11-07
lubuskie;24;6;30;0.24;0.06;0.30;0;0;0;50;0;0;74;30;44;0;t08;2023-11-07
³ódzkie;36;9;45;0.15;0.04;0.18;0;0;0;42;0;0;82;45;37;0;t10;2023-11-07
ma³opolskie;32;15;47;0.09;0.04;0.14;0;0;0;62;0;0;118;47;71;0;t12;2023-11-07
mazowieckie;129;49;178;0.24;0.09;0.33;1;1;0;136;0;0;624;183;441;0;t14;2023-11-07
opolskie;19;11;30;0.19;0.11;0.31;0;0;0;19;0;0;86;30;56;0;t16;2023-11-07
podkarpackie;40;12;52;0.19;0.06;0.24;0;0;0;53;0;0;136;56;80;0;t18;2023-11-07
podlaskie;91;30;121;0.77;0.25;1.03;0;0;0;100;0;0;201;124;76;1;t20;2023-11-07
pomorskie;45;23;68;0.19;0.10;0.29;0;0;0;67;0;0;128;69;59;0;t22;2023-11-07
œl¹skie;86;24;110;0.19;0.05;0.24;0;0;0;132;0;0;317;111;206;0;t24;2023-11-07
œwiêtokrzyskie;29;10;39;0.24;0.08;0.32;0;0;0;29;0;0;59;40;19;0;t26;2023-11-07
warmiñsko-mazurskie;40;25;65;0.28;0.18;0.46;0;0;0;72;0;0;151;65;86;0;t28;2023-11-07
wielkopolskie;56;25;81;0.16;0.07;0.23;1;0;1;74;0;0;170;105;65;0;t30;2023-11-07
zachodniopomorskie;44;12;56;0.26;0.07;0.33;0;0;0;68;0;0;154;57;97;0;t32;2023-11-07
