wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;119;40;159;0.03;0.01;0.04;2;0;2;637;0;0;1829;165;1661;3;t00;2024-12-06
dolnoœl¹skie;4;3;7;0.01;0.01;0.02;0;0;0;29;0;0;69;7;62;0;t02;2024-12-06
kujawsko-pomorskie;7;1;8;0.03;0.00;0.04;0;0;0;31;0;0;114;10;103;1;t04;2024-12-06
lubelskie;10;5;15;0.05;0.02;0.07;0;0;0;48;0;0;140;15;125;0;t06;2024-12-06
lubuskie;3;1;4;0.03;0.01;0.04;0;0;0;4;0;0;25;4;21;0;t08;2024-12-06
³ódzkie;5;0;5;0.02;0;0.02;0;0;0;30;0;0;59;5;54;0;t10;2024-12-06
ma³opolskie;12;4;16;0.04;0.01;0.05;1;0;1;85;0;0;163;17;145;1;t12;2024-12-06
mazowieckie;21;10;31;0.04;0.02;0.06;0;0;0;61;0;0;491;31;460;0;t14;2024-12-06
opolskie;1;0;1;0.01;0;0.01;0;0;0;4;0;0;40;1;39;0;t16;2024-12-06
podkarpackie;15;3;18;0.07;0.01;0.08;1;0;1;144;0;0;222;19;202;1;t18;2024-12-06
podlaskie;11;4;15;0.09;0.03;0.13;0;0;0;45;0;0;64;15;49;0;t20;2024-12-06
pomorskie;3;2;5;0.01;0.01;0.02;0;0;0;25;0;0;69;5;64;0;t22;2024-12-06
œl¹skie;8;0;8;0.02;0;0.02;0;0;0;78;0;0;174;9;165;0;t24;2024-12-06
œwiêtokrzyskie;6;2;8;0.05;0.02;0.07;0;0;0;4;0;0;21;8;13;0;t26;2024-12-06
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;11;0;0;21;1;20;0;t28;2024-12-06
wielkopolskie;4;0;4;0.01;0;0.01;0;0;0;14;0;0;50;4;46;0;t30;2024-12-06
zachodniopomorskie;4;4;8;0.02;0.02;0.05;0;0;0;22;0;0;43;8;35;0;t32;2024-12-06
