wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;347;108;455;0.09;0.03;0.12;9;2;7;637;0;0;4509;513;3984;12;t00;2023-04-20
dolnoœl¹skie;16;1;17;0.06;0.00;0.06;1;0;1;28;0;0;149;20;129;0;t02;2023-04-20
kujawsko-pomorskie;13;5;18;0.06;0.02;0.09;2;0;2;33;0;0;191;18;173;0;t04;2023-04-20
lubelskie;36;16;52;0.17;0.08;0.25;1;0;1;47;0;0;460;54;405;1;t06;2023-04-20
lubuskie;12;4;16;0.12;0.04;0.16;0;0;0;13;0;0;107;16;91;0;t08;2023-04-20
³ódzkie;33;5;38;0.13;0.02;0.16;0;0;0;51;0;0;234;44;189;1;t10;2023-04-20
ma³opolskie;25;2;27;0.07;0.01;0.08;0;0;0;65;0;0;271;28;243;0;t12;2023-04-20
mazowieckie;50;21;71;0.09;0.04;0.13;1;1;0;91;0;0;753;79;671;3;t14;2023-04-20
opolskie;11;1;12;0.11;0.01;0.12;0;0;0;6;0;0;202;15;187;0;t16;2023-04-20
podkarpackie;18;1;19;0.08;0.00;0.09;0;0;0;42;0;0;269;27;241;1;t18;2023-04-20
podlaskie;15;7;22;0.13;0.06;0.19;0;0;0;43;0;0;152;26;126;0;t20;2023-04-20
pomorskie;8;4;12;0.03;0.02;0.05;1;0;1;17;0;0;134;15;118;1;t22;2023-04-20
œl¹skie;26;9;35;0.06;0.02;0.08;1;1;0;74;0;0;434;39;394;1;t24;2023-04-20
œwiêtokrzyskie;17;3;20;0.14;0.02;0.16;0;0;0;16;0;0;117;22;95;0;t26;2023-04-20
warmiñsko-mazurskie;14;6;20;0.10;0.04;0.14;2;0;2;27;0;0;237;22;214;1;t28;2023-04-20
wielkopolskie;16;6;22;0.05;0.02;0.06;0;0;0;29;0;0;222;27;195;0;t30;2023-04-20
zachodniopomorskie;27;13;40;0.16;0.08;0.24;0;0;0;55;0;0;237;45;192;0;t32;2023-04-20
