wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;71;17;88;0.02;0.00;0.02;0;0;0;0;0;0;847;95;750;2;t00;2024-01-06
dolnoœl¹skie;1;1;2;0.00;0.00;0.01;0;0;0;0;0;0;6;2;4;0;t02;2024-01-06
kujawsko-pomorskie;3;2;5;0.01;0.01;0.02;0;0;0;0;0;0;11;5;6;0;t04;2024-01-06
lubelskie;8;0;8;0.04;0;0.04;0;0;0;0;0;0;22;9;13;0;t06;2024-01-06
lubuskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;13;2;11;0;t08;2024-01-06
³ódzkie;8;0;8;0.03;0;0.03;0;0;0;0;0;0;22;8;13;1;t10;2024-01-06
ma³opolskie;4;1;5;0.01;0.00;0.01;0;0;0;0;0;0;40;5;35;0;t12;2024-01-06
mazowieckie;11;2;13;0.02;0.00;0.02;0;0;0;0;0;0;343;15;328;0;t14;2024-01-06
opolskie;3;4;7;0.03;0.04;0.07;0;0;0;0;0;0;41;10;30;1;t16;2024-01-06
podkarpackie;10;1;11;0.05;0.00;0.05;0;0;0;0;0;0;42;11;31;0;t18;2024-01-06
podlaskie;3;0;3;0.03;0;0.03;0;0;0;0;0;0;47;3;44;0;t20;2024-01-06
pomorskie;3;1;4;0.01;0.00;0.02;0;0;0;0;0;0;31;4;27;0;t22;2024-01-06
œl¹skie;3;3;6;0.01;0.01;0.01;0;0;0;0;0;0;62;6;56;0;t24;2024-01-06
œwiêtokrzyskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;23;2;21;0;t26;2024-01-06
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t28;2024-01-06
wielkopolskie;7;1;8;0.02;0.00;0.02;0;0;0;0;0;0;73;8;65;0;t30;2024-01-06
zachodniopomorskie;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0;t32;2024-01-06
