wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;121;49;170;0.03;0.01;0.04;1;0;1;944;0;0;2984;179;2799;6;t00;2024-02-21
dolnoœl¹skie;5;4;9;0.02;0.01;0.03;0;0;0;43;0;0;166;9;157;0;t02;2024-02-21
kujawsko-pomorskie;24;4;28;0.12;0.02;0.14;0;0;0;54;0;0;160;28;131;1;t04;2024-02-21
lubelskie;22;9;31;0.10;0.04;0.15;0;0;0;98;0;0;187;33;154;0;t06;2024-02-21
lubuskie;1;1;2;0.01;0.01;0.02;0;0;0;10;0;0;61;2;59;0;t08;2024-02-21
³ódzkie;4;2;6;0.02;0.01;0.02;0;0;0;69;0;0;124;6;118;0;t10;2024-02-21
ma³opolskie;3;1;4;0.01;0.00;0.01;0;0;0;69;0;0;151;6;144;1;t12;2024-02-21
mazowieckie;19;11;30;0.04;0.02;0.06;0;0;0;136;0;0;630;32;597;1;t14;2024-02-21
opolskie;1;2;3;0.01;0.02;0.03;0;0;0;6;0;0;48;3;45;0;t16;2024-02-21
podkarpackie;3;2;5;0.01;0.01;0.02;0;0;0;52;0;0;108;5;103;0;t18;2024-02-21
podlaskie;5;6;11;0.04;0.05;0.09;0;0;0;80;0;0;137;12;125;0;t20;2024-02-21
pomorskie;7;0;7;0.03;0;0.03;0;0;0;49;0;0;159;7;150;2;t22;2024-02-21
œl¹skie;7;2;9;0.02;0.00;0.02;1;0;1;131;0;0;327;9;318;0;t24;2024-02-21
œwiêtokrzyskie;1;1;2;0.01;0.01;0.02;0;0;0;16;0;0;45;2;43;0;t26;2024-02-21
warmiñsko-mazurskie;8;1;9;0.06;0.01;0.06;0;0;0;56;0;0;302;9;293;0;t28;2024-02-21
wielkopolskie;4;2;6;0.01;0.01;0.02;0;0;0;15;0;0;76;6;70;0;t30;2024-02-21
zachodniopomorskie;5;1;6;0.03;0.01;0.04;0;0;0;60;0;0;172;6;166;0;t32;2024-02-21
