wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;112;36;148;0.03;0.01;0.04;5;2;3;830;0;0;2763;155;2605;3;t00;2024-02-27
dolnoœl¹skie;2;0;2;0.01;0;0.01;0;0;0;42;0;0;126;2;124;0;t02;2024-02-27
kujawsko-pomorskie;9;2;11;0.04;0.01;0.05;0;0;0;31;0;0;183;11;172;0;t04;2024-02-27
lubelskie;13;8;21;0.06;0.04;0.10;1;0;1;71;0;0;141;21;120;0;t06;2024-02-27
lubuskie;2;0;2;0.02;0;0.02;0;0;0;13;0;0;35;2;33;0;t08;2024-02-27
³ódzkie;9;1;10;0.04;0.00;0.04;2;2;0;66;0;0;126;10;116;0;t10;2024-02-27
ma³opolskie;6;1;7;0.02;0.00;0.02;0;0;0;70;0;0;136;8;128;0;t12;2024-02-27
mazowieckie;30;6;36;0.06;0.01;0.07;0;0;0;103;0;0;610;36;573;1;t14;2024-02-27
opolskie;1;1;2;0.01;0.01;0.02;0;0;0;8;0;0;49;4;45;0;t16;2024-02-27
podkarpackie;1;0;1;0.00;0;0.00;0;0;0;59;0;0;129;1;128;0;t18;2024-02-27
podlaskie;6;2;8;0.05;0.02;0.07;0;0;0;55;0;0;103;8;95;0;t20;2024-02-27
pomorskie;3;0;3;0.01;0;0.01;0;0;0;42;0;0;115;4;111;0;t22;2024-02-27
œl¹skie;3;0;3;0.01;0;0.01;1;0;1;113;0;0;273;3;270;0;t24;2024-02-27
œwiêtokrzyskie;5;2;7;0.04;0.02;0.06;1;0;1;26;0;0;45;7;38;0;t26;2024-02-27
warmiñsko-mazurskie;15;8;23;0.11;0.06;0.16;0;0;0;47;0;0;331;25;304;2;t28;2024-02-27
wielkopolskie;0;0;0;0;0;0;0;0;0;14;0;0;68;1;67;0;t30;2024-02-27
zachodniopomorskie;7;4;11;0.04;0.02;0.06;0;0;0;70;0;0;184;11;173;0;t32;2024-02-27
