wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;59;19;78;0.02;0.00;0.02;3;1;2;648;0;0;2220;89;2129;2;t00;2024-03-06
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;35;0;0;104;0;104;0;t02;2024-03-06
kujawsko-pomorskie;7;1;8;0.03;0.00;0.04;0;0;0;45;0;0;135;8;127;0;t04;2024-03-06
lubelskie;15;7;22;0.07;0.03;0.10;1;0;1;56;0;0;155;23;132;0;t06;2024-03-06
lubuskie;1;0;1;0.01;0;0.01;0;0;0;12;0;0;48;1;47;0;t08;2024-03-06
³ódzkie;1;1;2;0.00;0.00;0.01;0;0;0;50;0;0;81;2;79;0;t10;2024-03-06
ma³opolskie;6;0;6;0.02;0;0.02;1;0;1;51;0;0;115;6;108;1;t12;2024-03-06
mazowieckie;7;3;10;0.01;0.01;0.02;0;0;0;76;0;0;516;10;506;0;t14;2024-03-06
opolskie;0;1;1;0;0.01;0.01;0;0;0;3;0;0;46;1;44;1;t16;2024-03-06
podkarpackie;5;0;5;0.02;0;0.02;0;0;0;42;0;0;71;5;66;0;t18;2024-03-06
podlaskie;1;0;1;0.01;0;0.01;1;1;0;33;0;0;99;2;97;0;t20;2024-03-06
pomorskie;3;1;4;0.01;0.00;0.02;0;0;0;51;0;0;189;4;185;0;t22;2024-03-06
œl¹skie;5;2;7;0.01;0.00;0.02;0;0;0;115;0;0;232;10;222;0;t24;2024-03-06
œwiêtokrzyskie;1;2;3;0.01;0.02;0.02;0;0;0;15;0;0;29;3;26;0;t26;2024-03-06
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;24;0;0;103;1;102;0;t28;2024-03-06
wielkopolskie;5;0;5;0.01;0;0.01;0;0;0;10;0;0;42;5;37;0;t30;2024-03-06
zachodniopomorskie;0;1;1;0;0.01;0.01;0;0;0;29;0;0;107;1;106;0;t32;2024-03-06
