wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;171;34;205;0.04;0.01;0.05;0;0;0;8;0;0;2207;237;1962;8;t00;2023-04-01
dolnoœl¹skie;4;2;6;0.01;0.01;0.02;0;0;0;1;0;0;80;7;73;0;t02;2023-04-01
kujawsko-pomorskie;6;1;7;0.03;0.00;0.03;0;0;0;1;0;0;70;9;60;1;t04;2023-04-01
lubelskie;6;1;7;0.03;0.00;0.03;0;0;0;0;0;0;161;8;153;0;t06;2023-04-01
lubuskie;3;1;4;0.03;0.01;0.04;0;0;0;0;0;0;28;4;24;0;t08;2023-04-01
³ódzkie;15;1;16;0.06;0.00;0.07;0;0;0;0;0;0;123;17;105;1;t10;2023-04-01
ma³opolskie;11;3;14;0.03;0.01;0.04;0;0;0;1;0;0;115;15;99;1;t12;2023-04-01
mazowieckie;40;4;44;0.07;0.01;0.08;0;0;0;2;0;0;509;51;458;0;t14;2023-04-01
opolskie;1;2;3;0.01;0.02;0.03;0;0;0;0;0;0;49;6;43;0;t16;2023-04-01
podkarpackie;13;2;15;0.06;0.01;0.07;0;0;0;0;0;0;102;18;84;0;t18;2023-04-01
podlaskie;8;4;12;0.07;0.03;0.10;0;0;0;0;0;0;56;14;41;1;t20;2023-04-01
pomorskie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;80;6;74;0;t22;2023-04-01
œl¹skie;9;3;12;0.02;0.01;0.03;0;0;0;1;0;0;217;12;204;1;t24;2023-04-01
œwiêtokrzyskie;10;1;11;0.08;0.01;0.09;0;0;0;0;0;0;72;12;58;2;t26;2023-04-01
warmiñsko-mazurskie;8;0;8;0.06;0;0.06;0;0;0;1;0;0;70;9;61;0;t28;2023-04-01
wielkopolskie;13;0;13;0.04;0;0.04;0;0;0;0;0;0;101;14;86;1;t30;2023-04-01
zachodniopomorskie;12;7;19;0.07;0.04;0.11;0;0;0;1;0;0;140;21;119;0;t32;2023-04-01
