wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1051;338;1389;0.27;0.09;0.36;9;3;6;1874;0;0;8377;1485;6875;17;t00;2023-04-11
dolnoœl¹skie;64;16;80;0.22;0.06;0.28;1;1;0;93;0;0;540;87;453;0;t02;2023-04-11
kujawsko-pomorskie;47;23;70;0.23;0.11;0.34;1;0;1;131;0;0;520;72;445;3;t04;2023-04-11
lubelskie;70;29;99;0.33;0.14;0.47;1;0;1;114;0;0;780;113;666;1;t06;2023-04-11
lubuskie;31;11;42;0.31;0.11;0.42;1;0;1;61;0;0;194;43;151;0;t08;2023-04-11
³ódzkie;62;17;79;0.25;0.07;0.32;1;0;1;159;0;0;389;82;307;0;t10;2023-04-11
ma³opolskie;73;17;90;0.21;0.05;0.26;0;0;0;146;0;0;535;91;444;0;t12;2023-04-11
mazowieckie;180;62;242;0.33;0.11;0.45;2;1;1;242;0;0;1258;250;1005;3;t14;2023-04-11
opolskie;25;5;30;0.25;0.05;0.31;0;0;0;25;0;0;284;34;250;0;t16;2023-04-11
podkarpackie;58;7;65;0.27;0.03;0.31;1;1;0;131;0;0;485;69;416;0;t18;2023-04-11
podlaskie;67;26;93;0.57;0.22;0.79;0;0;0;126;0;0;318;101;217;0;t20;2023-04-11
pomorskie;39;17;56;0.17;0.07;0.24;1;0;1;79;0;0;396;60;335;1;t22;2023-04-11
œl¹skie;75;26;101;0.17;0.06;0.22;0;0;0;203;0;0;726;112;611;3;t24;2023-04-11
œwiêtokrzyskie;46;7;53;0.37;0.06;0.43;0;0;0;41;0;0;208;56;150;2;t26;2023-04-11
warmiñsko-mazurskie;57;13;70;0.40;0.09;0.49;0;0;0;102;0;0;396;74;321;1;t28;2023-04-11
wielkopolskie;74;26;100;0.21;0.07;0.29;0;0;0;102;0;0;383;107;275;1;t30;2023-04-11
zachodniopomorskie;65;27;92;0.38;0.16;0.54;0;0;0;118;0;0;444;96;346;2;t32;2023-04-11
