wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1988;759;2747;0.52;0.20;0.72;22;5;17;2632;0;0;6119;2849;3262;8;t00;2023-12-21
dolnoœl¹skie;126;49;175;0.43;0.17;0.60;0;0;0;119;0;0;340;177;163;0;t02;2023-12-21
kujawsko-pomorskie;132;47;179;0.64;0.23;0.87;2;0;2;209;0;0;459;187;272;0;t04;2023-12-21
lubelskie;192;65;257;0.91;0.31;1.22;0;0;0;262;0;0;448;265;183;0;t06;2023-12-21
lubuskie;78;16;94;0.77;0.16;0.93;1;1;0;65;0;0;226;98;128;0;t08;2023-12-21
³ódzkie;87;33;120;0.36;0.13;0.49;3;1;2;154;0;0;248;124;124;0;t10;2023-12-21
ma³opolskie;122;46;168;0.36;0.13;0.49;3;2;1;240;0;0;414;172;241;1;t12;2023-12-21
mazowieckie;315;100;415;0.58;0.18;0.76;3;0;3;410;0;0;1131;424;706;1;t14;2023-12-21
opolskie;70;25;95;0.71;0.25;0.97;0;0;0;49;0;0;201;99;98;4;t16;2023-12-21
podkarpackie;98;27;125;0.46;0.13;0.59;1;1;0;141;0;0;294;136;158;0;t18;2023-12-21
podlaskie;61;24;85;0.52;0.20;0.72;2;0;2;85;0;0;188;85;101;2;t20;2023-12-21
pomorskie;71;18;89;0.30;0.08;0.38;3;0;3;70;0;0;198;90;108;0;t22;2023-12-21
œl¹skie;226;138;364;0.50;0.31;0.81;1;0;1;336;0;0;731;380;351;0;t24;2023-12-21
œwiêtokrzyskie;65;24;89;0.53;0.20;0.72;1;0;1;74;0;0;137;89;48;0;t26;2023-12-21
warmiñsko-mazurskie;59;23;82;0.42;0.16;0.58;1;0;1;90;0;0;185;88;97;0;t28;2023-12-21
wielkopolskie;165;62;227;0.47;0.18;0.65;1;0;1;170;0;0;399;230;169;0;t30;2023-12-21
zachodniopomorskie;96;52;148;0.57;0.31;0.87;0;0;0;155;0;0;352;155;197;0;t32;2023-12-21
