wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;87;22;109;0.02;0.01;0.03;4;2;2;721;0;0;2439;116;2319;4;t00;2024-03-01
dolnoœl¹skie;7;0;7;0.02;0;0.02;0;0;0;27;0;0;141;7;134;0;t02;2024-03-01
kujawsko-pomorskie;3;4;7;0.01;0.02;0.03;0;0;0;27;0;0;91;8;83;0;t04;2024-03-01
lubelskie;15;3;18;0.07;0.01;0.09;0;0;0;81;0;0;157;18;139;0;t06;2024-03-01
lubuskie;1;0;1;0.01;0;0.01;0;0;0;11;0;0;35;1;34;0;t08;2024-03-01
³ódzkie;6;0;6;0.02;0;0.02;0;0;0;30;0;0;144;6;138;0;t10;2024-03-01
ma³opolskie;4;2;6;0.01;0.01;0.02;0;0;0;53;0;0;118;7;111;0;t12;2024-03-01
mazowieckie;13;5;18;0.02;0.01;0.03;1;0;1;117;0;0;552;18;534;0;t14;2024-03-01
opolskie;4;1;5;0.04;0.01;0.05;0;0;0;3;0;0;44;5;39;0;t16;2024-03-01
podkarpackie;7;0;7;0.03;0;0.03;1;0;1;71;0;0;127;7;120;0;t18;2024-03-01
podlaskie;9;1;10;0.08;0.01;0.08;0;0;0;60;0;0;148;11;137;0;t20;2024-03-01
pomorskie;2;2;4;0.01;0.01;0.02;0;0;0;52;0;0;163;4;159;0;t22;2024-03-01
œl¹skie;3;1;4;0.01;0.00;0.01;0;0;0;84;0;0;186;4;182;0;t24;2024-03-01
œwiêtokrzyskie;2;1;3;0.02;0.01;0.02;0;0;0;12;0;0;22;3;19;0;t26;2024-03-01
warmiñsko-mazurskie;3;2;5;0.02;0.01;0.04;0;0;0;48;0;0;195;9;184;2;t28;2024-03-01
wielkopolskie;2;0;2;0.01;0;0.01;2;2;0;11;0;0;56;2;54;0;t30;2024-03-01
zachodniopomorskie;5;0;5;0.03;0;0.03;0;0;0;31;0;0;162;5;156;1;t32;2024-03-01
