wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;494;214;708;0.13;0.06;0.18;0;0;0;527;0;0;1541;724;816;1;t00;2024-08-09
dolnoœl¹skie;28;15;43;0.10;0.05;0.15;0;0;0;24;0;0;66;44;22;0;t02;2024-08-09
kujawsko-pomorskie;40;17;57;0.19;0.08;0.28;0;0;0;53;0;0;91;57;34;0;t04;2024-08-09
lubelskie;59;23;82;0.28;0.11;0.39;0;0;0;76;0;0;159;86;72;1;t06;2024-08-09
lubuskie;4;5;9;0.04;0.05;0.09;0;0;0;4;0;0;13;9;4;0;t08;2024-08-09
³ódzkie;17;3;20;0.07;0.01;0.08;0;0;0;17;0;0;34;20;14;0;t10;2024-08-09
ma³opolskie;34;19;53;0.10;0.06;0.16;0;0;0;49;0;0;107;55;52;0;t12;2024-08-09
mazowieckie;90;31;121;0.17;0.06;0.22;0;0;0;67;0;0;472;123;349;0;t14;2024-08-09
opolskie;10;4;14;0.10;0.04;0.14;0;0;0;11;0;0;29;14;15;0;t16;2024-08-09
podkarpackie;25;6;31;0.12;0.03;0.15;0;0;0;23;0;0;54;31;23;0;t18;2024-08-09
podlaskie;33;13;46;0.28;0.11;0.39;0;0;0;37;0;0;68;46;22;0;t20;2024-08-09
pomorskie;27;17;44;0.12;0.07;0.19;0;0;0;24;0;0;78;45;33;0;t22;2024-08-09
œl¹skie;34;20;54;0.08;0.04;0.12;0;0;0;42;0;0;112;56;56;0;t24;2024-08-09
œwiêtokrzyskie;10;4;14;0.08;0.03;0.11;0;0;0;9;0;0;18;14;4;0;t26;2024-08-09
warmiñsko-mazurskie;26;10;36;0.18;0.07;0.25;0;0;0;28;0;0;71;36;35;0;t28;2024-08-09
wielkopolskie;33;11;44;0.09;0.03;0.13;0;0;0;31;0;0;73;46;27;0;t30;2024-08-09
zachodniopomorskie;23;16;39;0.14;0.09;0.23;0;0;0;32;0;0;66;39;27;0;t32;2024-08-09
