wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;763;326;1089;0.20;0.08;0.28;3;1;2;852;0;0;2159;1106;1053;0;t00;2024-08-22
dolnoœl¹skie;42;17;59;0.14;0.06;0.20;0;0;0;24;0;0;110;60;50;0;t02;2024-08-22
kujawsko-pomorskie;52;24;76;0.25;0.12;0.37;0;0;0;64;0;0;121;77;44;0;t04;2024-08-22
lubelskie;85;36;121;0.40;0.17;0.58;0;0;0;107;0;0;169;121;48;0;t06;2024-08-22
lubuskie;9;5;14;0.09;0.05;0.14;0;0;0;9;0;0;26;14;12;0;t08;2024-08-22
³ódzkie;31;11;42;0.13;0.04;0.17;1;1;0;37;0;0;69;43;26;0;t10;2024-08-22
ma³opolskie;45;23;68;0.13;0.07;0.20;2;0;2;56;0;0;119;69;50;0;t12;2024-08-22
mazowieckie;140;68;208;0.26;0.13;0.38;0;0;0;130;0;0;613;215;398;0;t14;2024-08-22
opolskie;11;11;22;0.11;0.11;0.22;0;0;0;7;0;0;55;22;33;0;t16;2024-08-22
podkarpackie;60;17;77;0.28;0.08;0.36;0;0;0;60;0;0;116;77;39;0;t18;2024-08-22
podlaskie;45;15;60;0.38;0.13;0.51;0;0;0;72;0;0;109;60;49;0;t20;2024-08-22
pomorskie;31;7;38;0.13;0.03;0.16;0;0;0;39;0;0;89;38;51;0;t22;2024-08-22
œl¹skie;51;15;66;0.11;0.03;0.15;0;0;0;85;0;0;157;68;89;0;t24;2024-08-22
œwiêtokrzyskie;22;9;31;0.18;0.07;0.25;0;0;0;22;0;0;40;31;9;0;t26;2024-08-22
warmiñsko-mazurskie;36;24;60;0.25;0.17;0.42;0;0;0;43;0;0;87;60;27;0;t28;2024-08-22
wielkopolskie;53;30;83;0.15;0.09;0.24;0;0;0;55;0;0;123;85;38;0;t30;2024-08-22
zachodniopomorskie;41;12;53;0.24;0.07;0.31;0;0;0;41;0;0;102;54;48;0;t32;2024-08-22
