wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;8;0;8;0.00;0.00;0.00;0;0;0;0;0;0;518;8;506;4;t00;2024-12-22
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t02;2024-12-22
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t04;2024-12-22
lubelskie;0;0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;t06;2024-12-22
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t08;2024-12-22
³ódzkie;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t10;2024-12-22
ma³opolskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;18;1;17;0;t12;2024-12-22
mazowieckie;0;0;0;0;0;0;0;0;0;0;0;0;323;0;323;0;t14;2024-12-22
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t16;2024-12-22
podkarpackie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;41;2;35;4;t18;2024-12-22
podlaskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;2;1;1;0;t20;2024-12-22
pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;21;0;21;0;t22;2024-12-22
œl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;27;0;27;0;t24;2024-12-22
œwiêtokrzyskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;2;1;1;0;t26;2024-12-22
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;2;1;1;0;t28;2024-12-22
wielkopolskie;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;t30;2024-12-22
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;2;1;1;0;t32;2024-12-22
