wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;581;230;811;0.15;0.06;0.21;4;1;3;975;0;0;4406;856;3542;8;t00;2023-02-01
dolnoœl¹skie;24;13;37;0.08;0.04;0.13;0;0;0;42;0;0;222;37;185;0;t02;2023-02-01
kujawsko-pomorskie;49;22;71;0.24;0.11;0.34;0;0;0;75;0;0;270;73;195;2;t04;2023-02-01
lubelskie;30;9;39;0.14;0.04;0.19;1;0;1;33;0;0;390;40;350;0;t06;2023-02-01
lubuskie;14;6;20;0.14;0.06;0.20;0;0;0;47;0;0;101;20;81;0;t08;2023-02-01
³ódzkie;28;12;40;0.11;0.05;0.16;0;0;0;62;0;0;272;43;229;0;t10;2023-02-01
ma³opolskie;63;23;86;0.18;0.07;0.25;0;0;0;120;0;0;266;86;180;0;t12;2023-02-01
mazowieckie;92;42;134;0.17;0.08;0.25;0;0;0;122;0;0;771;140;631;0;t14;2023-02-01
opolskie;16;4;20;0.16;0.04;0.20;0;0;0;32;0;0;189;24;165;0;t16;2023-02-01
podkarpackie;30;4;34;0.14;0.02;0.16;0;0;0;26;0;0;164;36;128;0;t18;2023-02-01
podlaskie;16;8;24;0.14;0.07;0.20;0;0;0;26;0;0;171;25;145;1;t20;2023-02-01
pomorskie;25;12;37;0.11;0.05;0.16;0;0;0;52;0;0;136;40;96;0;t22;2023-02-01
œl¹skie;92;44;136;0.20;0.10;0.30;0;0;0;146;0;0;443;142;300;1;t24;2023-02-01
œwiêtokrzyskie;16;2;18;0.13;0.02;0.15;0;0;0;23;0;0;144;18;126;0;t26;2023-02-01
warmiñsko-mazurskie;21;3;24;0.15;0.02;0.17;1;0;1;20;0;0;185;29;156;0;t28;2023-02-01
wielkopolskie;42;16;58;0.12;0.05;0.17;2;1;1;58;0;0;207;66;140;1;t30;2023-02-01
zachodniopomorskie;18;7;25;0.11;0.04;0.15;0;0;0;91;0;0;219;26;190;3;t32;2023-02-01
