wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1501;525;2026;0.39;0.14;0.53;30;12;18;2242;0;0;5173;2104;3064;5;t00;2023-12-28
dolnoœl¹skie;86;27;113;0.30;0.09;0.39;4;2;2;88;0;0;255;115;140;0;t02;2023-12-28
kujawsko-pomorskie;123;34;157;0.59;0.16;0.76;2;0;2;180;0;0;381;165;215;1;t04;2023-12-28
lubelskie;159;43;202;0.76;0.20;0.96;1;1;0;232;0;0;426;209;217;0;t06;2023-12-28
lubuskie;41;14;55;0.41;0.14;0.54;1;0;1;50;0;0;146;58;88;0;t08;2023-12-28
³ódzkie;84;32;116;0.34;0.13;0.47;0;0;0;126;0;0;239;116;122;1;t10;2023-12-28
ma³opolskie;101;39;140;0.30;0.11;0.41;4;2;2;220;0;0;393;143;249;1;t12;2023-12-28
mazowieckie;219;71;290;0.40;0.13;0.53;4;4;0;300;0;0;936;295;640;1;t14;2023-12-28
opolskie;32;13;45;0.33;0.13;0.46;1;1;0;32;0;0;126;48;78;0;t16;2023-12-28
podkarpackie;105;27;132;0.49;0.13;0.62;0;0;0;179;0;0;319;135;184;0;t18;2023-12-28
podlaskie;63;18;81;0.54;0.15;0.69;0;0;0;82;0;0;174;85;89;0;t20;2023-12-28
pomorskie;42;25;67;0.18;0.11;0.29;1;1;0;80;0;0;199;67;131;1;t22;2023-12-28
œl¹skie;172;60;232;0.38;0.13;0.51;2;0;2;289;0;0;586;256;330;0;t24;2023-12-28
œwiêtokrzyskie;41;11;52;0.33;0.09;0.42;0;0;0;57;0;0;102;53;49;0;t26;2023-12-28
warmiñsko-mazurskie;42;23;65;0.30;0.16;0.46;3;1;2;87;0;0;181;65;116;0;t28;2023-12-28
wielkopolskie;99;50;149;0.28;0.14;0.43;6;0;6;125;0;0;273;150;123;0;t30;2023-12-28
zachodniopomorskie;76;33;109;0.45;0.19;0.64;1;0;1;113;0;0;311;113;198;0;t32;2023-12-28
