wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;59;22;81;0.02;0.01;0.02;0;0;0;91;0;0;610;84;526;0;t00;2024-06-20
dolnoœl¹skie;2;2;4;0.01;0.01;0.01;0;0;0;5;0;0;14;4;10;0;t02;2024-06-20
kujawsko-pomorskie;4;1;5;0.02;0.00;0.02;0;0;0;5;0;0;19;5;14;0;t04;2024-06-20
lubelskie;5;2;7;0.02;0.01;0.03;0;0;0;9;0;0;41;7;34;0;t06;2024-06-20
lubuskie;3;1;4;0.03;0.01;0.04;0;0;0;3;0;0;5;4;1;0;t08;2024-06-20
³ódzkie;2;0;2;0.01;0;0.01;0;0;0;3;0;0;7;2;5;0;t10;2024-06-20
ma³opolskie;3;0;3;0.01;0;0.01;0;0;0;1;0;0;16;3;13;0;t12;2024-06-20
mazowieckie;7;3;10;0.01;0.01;0.02;0;0;0;8;0;0;317;10;307;0;t14;2024-06-20
opolskie;3;4;7;0.03;0.04;0.07;0;0;0;5;0;0;28;7;21;0;t16;2024-06-20
podkarpackie;3;1;4;0.01;0.00;0.02;0;0;0;6;0;0;18;5;13;0;t18;2024-06-20
podlaskie;8;3;11;0.07;0.03;0.09;0;0;0;13;0;0;22;11;11;0;t20;2024-06-20
pomorskie;2;1;3;0.01;0.00;0.01;0;0;0;6;0;0;12;3;9;0;t22;2024-06-20
œl¹skie;11;1;12;0.02;0.00;0.03;0;0;0;15;0;0;40;13;27;0;t24;2024-06-20
œwiêtokrzyskie;0;1;1;0;0.01;0.01;0;0;0;3;0;0;5;1;4;0;t26;2024-06-20
warmiñsko-mazurskie;0;0;0;0;0;0;0;0;0;4;0;0;8;0;8;0;t28;2024-06-20
wielkopolskie;4;0;4;0.01;0;0.01;0;0;0;4;0;0;19;4;15;0;t30;2024-06-20
zachodniopomorskie;1;2;3;0.01;0.01;0.02;0;0;0;1;0;0;18;4;14;0;t32;2024-06-20
