wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;177;76;253;0.05;0.02;0.07;4;3;1;510;0;0;1792;274;1513;5;t00;2024-11-08
dolnoœl¹skie;7;5;12;0.02;0.02;0.04;0;0;0;25;0;0;103;12;91;0;t02;2024-11-08
kujawsko-pomorskie;7;11;18;0.03;0.05;0.09;0;0;0;30;0;0;116;18;98;0;t04;2024-11-08
lubelskie;28;10;38;0.13;0.05;0.18;0;0;0;49;0;0;153;40;113;0;t06;2024-11-08
lubuskie;7;2;9;0.07;0.02;0.09;0;0;0;5;0;0;22;9;13;0;t08;2024-11-08
³ódzkie;7;3;10;0.03;0.01;0.04;0;0;0;30;0;0;62;10;52;0;t10;2024-11-08
ma³opolskie;16;3;19;0.05;0.01;0.06;0;0;0;53;0;0;117;19;97;1;t12;2024-11-08
mazowieckie;23;8;31;0.04;0.01;0.06;0;0;0;53;0;0;461;33;427;1;t14;2024-11-08
opolskie;0;2;2;0;0.02;0.02;0;0;0;5;0;0;38;2;36;0;t16;2024-11-08
podkarpackie;18;4;22;0.08;0.02;0.10;0;0;0;53;0;0;89;22;66;1;t18;2024-11-08
podlaskie;12;5;17;0.10;0.04;0.14;0;0;0;50;0;0;86;19;66;1;t20;2024-11-08
pomorskie;7;2;9;0.03;0.01;0.04;2;1;1;24;0;0;103;9;93;1;t22;2024-11-08
œl¹skie;11;8;19;0.02;0.02;0.04;1;1;0;66;0;0;128;19;109;0;t24;2024-11-08
œwiêtokrzyskie;7;2;9;0.06;0.02;0.07;0;0;0;10;0;0;28;10;18;0;t26;2024-11-08
warmiñsko-mazurskie;6;8;14;0.04;0.06;0.10;1;1;0;18;0;0;101;25;76;0;t28;2024-11-08
wielkopolskie;14;2;16;0.04;0.01;0.05;0;0;0;14;0;0;75;17;58;0;t30;2024-11-08
zachodniopomorskie;5;1;6;0.03;0.01;0.04;0;0;0;23;0;0;56;7;49;0;t32;2024-11-08
