wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1158;484;1642;0.30;0.13;0.43;4;2;2;1559;0;0;4021;1711;2307;3;t00;2023-11-06
dolnoœl¹skie;61;28;89;0.21;0.10;0.31;0;0;0;82;0;0;193;93;100;0;t02;2023-11-06
kujawsko-pomorskie;94;36;130;0.45;0.17;0.63;1;1;0;106;0;0;311;135;176;0;t04;2023-11-06
lubelskie;91;38;129;0.43;0.18;0.61;0;0;0;127;0;0;283;135;148;0;t06;2023-11-06
lubuskie;29;14;43;0.29;0.14;0.43;0;0;0;44;0;0;87;44;43;0;t08;2023-11-06
³ódzkie;37;24;61;0.15;0.10;0.25;0;0;0;66;0;0;111;63;48;0;t10;2023-11-06
ma³opolskie;63;23;86;0.18;0.07;0.25;0;0;0;121;0;0;214;89;125;0;t12;2023-11-06
mazowieckie;174;57;231;0.32;0.11;0.43;1;1;0;180;0;0;759;237;522;0;t14;2023-11-06
opolskie;23;13;36;0.23;0.13;0.37;0;0;0;24;0;0;114;38;75;1;t16;2023-11-06
podkarpackie;56;17;73;0.26;0.08;0.34;0;0;0;81;0;0;173;76;97;0;t18;2023-11-06
podlaskie;100;38;138;0.85;0.32;1.17;0;0;0;120;0;0;216;139;77;0;t20;2023-11-06
pomorskie;74;41;115;0.32;0.17;0.49;2;0;2;89;0;0;326;121;205;0;t22;2023-11-06
œl¹skie;77;45;122;0.17;0.10;0.27;0;0;0;160;0;0;296;125;169;2;t24;2023-11-06
œwiêtokrzyskie;32;10;42;0.26;0.08;0.34;0;0;0;38;0;0;63;42;21;0;t26;2023-11-06
warmiñsko-mazurskie;71;27;98;0.50;0.19;0.69;0;0;0;102;0;0;254;114;140;0;t28;2023-11-06
wielkopolskie;97;39;136;0.28;0.11;0.39;0;0;0;113;0;0;218;139;79;0;t30;2023-11-06
zachodniopomorskie;56;28;84;0.33;0.17;0.50;0;0;0;101;0;0;198;85;113;0;t32;2023-11-06
