wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;747;294;1041;0.19;0.08;0.27;8;1;7;990;0;0;2639;1090;1545;4;t00;2023-11-09
dolnoœl¹skie;45;19;64;0.16;0.07;0.22;0;0;0;57;0;0;145;66;79;0;t02;2023-11-09
kujawsko-pomorskie;61;28;89;0.29;0.14;0.43;0;0;0;76;0;0;215;93;122;0;t04;2023-11-09
lubelskie;60;25;85;0.29;0.12;0.40;0;0;0;77;0;0;162;93;69;0;t06;2023-11-09
lubuskie;16;5;21;0.16;0.05;0.21;0;0;0;34;0;0;59;21;37;1;t08;2023-11-09
³ódzkie;37;10;47;0.15;0.04;0.19;1;1;0;31;0;0;107;47;60;0;t10;2023-11-09
ma³opolskie;39;13;52;0.11;0.04;0.15;0;0;0;69;0;0;146;52;94;0;t12;2023-11-09
mazowieckie;137;42;179;0.25;0.08;0.33;1;0;1;153;0;0;653;183;469;1;t14;2023-11-09
opolskie;21;14;35;0.21;0.14;0.36;1;0;1;26;0;0;106;39;67;0;t16;2023-11-09
podkarpackie;30;6;36;0.14;0.03;0.17;0;0;0;36;0;0;91;39;51;1;t18;2023-11-09
podlaskie;53;19;72;0.45;0.16;0.61;0;0;0;63;0;0;133;74;58;1;t20;2023-11-09
pomorskie;40;21;61;0.17;0.09;0.26;1;0;1;54;0;0;114;64;50;0;t22;2023-11-09
œl¹skie;49;24;73;0.11;0.05;0.16;0;0;0;103;0;0;197;75;122;0;t24;2023-11-09
œwiêtokrzyskie;18;7;25;0.15;0.06;0.20;3;0;3;24;0;0;31;26;5;0;t26;2023-11-09
warmiñsko-mazurskie;42;27;69;0.30;0.19;0.49;0;0;0;57;0;0;136;73;63;0;t28;2023-11-09
wielkopolskie;60;21;81;0.17;0.06;0.23;0;0;0;64;0;0;147;82;65;0;t30;2023-11-09
zachodniopomorskie;30;9;39;0.18;0.05;0.23;1;0;1;63;0;0;107;40;67;0;t32;2023-11-09
