wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;158;44;202;0.04;0.01;0.05;0;0;0;1118;0;0;2818;208;2606;4;t00;2024-12-18
dolnoœl¹skie;6;3;9;0.02;0.01;0.03;0;0;0;34;0;0;88;9;79;0;t02;2024-12-18
kujawsko-pomorskie;14;1;15;0.07;0.00;0.07;0;0;0;53;0;0;180;15;164;1;t04;2024-12-18
lubelskie;15;3;18;0.07;0.01;0.09;0;0;0;56;0;0;102;19;82;1;t06;2024-12-18
lubuskie;1;1;2;0.01;0.01;0.02;0;0;0;10;0;0;25;2;23;0;t08;2024-12-18
³ódzkie;7;2;9;0.03;0.01;0.04;0;0;0;34;0;0;107;11;96;0;t10;2024-12-18
ma³opolskie;9;3;12;0.03;0.01;0.04;0;0;0;126;0;0;282;12;270;0;t12;2024-12-18
mazowieckie;37;14;51;0.07;0.03;0.09;0;0;0;146;0;0;701;52;647;2;t14;2024-12-18
opolskie;3;2;5;0.03;0.02;0.05;0;0;0;18;0;0;97;5;92;0;t16;2024-12-18
podkarpackie;7;1;8;0.03;0.00;0.04;0;0;0;254;0;0;395;8;387;0;t18;2024-12-18
podlaskie;19;2;21;0.16;0.02;0.18;0;0;0;89;0;0;135;21;114;0;t20;2024-12-18
pomorskie;4;3;7;0.02;0.01;0.03;0;0;0;49;0;0;140;7;133;0;t22;2024-12-18
œl¹skie;7;1;8;0.02;0.00;0.02;0;0;0;127;0;0;244;9;235;0;t24;2024-12-18
œwiêtokrzyskie;13;1;14;0.11;0.01;0.11;0;0;0;19;0;0;50;14;36;0;t26;2024-12-18
warmiñsko-mazurskie;2;1;3;0.01;0.01;0.02;0;0;0;26;0;0;52;3;49;0;t28;2024-12-18
wielkopolskie;7;3;10;0.02;0.01;0.03;0;0;0;36;0;0;80;10;70;0;t30;2024-12-18
zachodniopomorskie;6;3;9;0.04;0.02;0.05;0;0;0;41;0;0;76;9;67;0;t32;2024-12-18
